--- RISAT-2B Logs ---
[2025-01-01 00:00:00] Temperature: 18.1°C, Voltage: 3.81V, Current: 1.17A, Signal_Strength: -48dBm, Antenna_Angle: 153.26°, Roll: 1.23°, Pitch: -1.09°, Yaw: 1.62°, Packets_Sent: 1818, Status: OK
[2025-01-01 05:30:00] Temperature: 37.8°C, Voltage: 3.55V, Current: 1.09A, Signal_Strength: -75dBm, Antenna_Angle: 7.65°, Roll: -0.09°, Pitch: -1.03°, Yaw: 18.02°, Packets_Sent: 1482, Status: OK
[2025-01-01 05:31:00] Temperature: 29.8°C, Voltage: 3.71V, Current: 0.53A, Signal_Strength: -48dBm, Antenna_Angle: 118.35°, Roll: -1.82°, Pitch: -0.41°, Yaw: 298.36°, Packets_Sent: 1096, Status: OK
[2025-01-01 05:32:00] Temperature: 15.3°C, Voltage: 3.65V, Current: 0.55A, Signal_Strength: -65dBm, Antenna_Angle: 205.85°, Roll: 0.68°, Pitch: 1.38°, Yaw: 327.50°, Packets_Sent: 1327, Status: OK
[2025-01-01 05:33:00] Temperature: 40.9°C, Voltage: 3.82V, Current: 0.62A, Signal_Strength: -65dBm, Antenna_Angle: 182.73°, Roll: -0.57°, Pitch: 1.58°, Yaw: 216.04°, Packets_Sent: 1323, Status: OK
[2025-01-01 05:34:00] Temperature: 32.1°C, Voltage: 3.64V, Current: 0.50A, Signal_Strength: -67dBm, Antenna_Angle: 87.29°, Roll: 1.70°, Pitch: 1.94°, Yaw: 139.44°, Packets_Sent: 1934, Status: OK
[2025-01-01 05:35:00] Temperature: 40.0°C, Voltage: 3.77V, Current: 0.43A, Signal_Strength: -69dBm, Antenna_Angle: 339.26°, Roll: 0.77°, Pitch: 1.27°, Yaw: 146.76°, Packets_Sent: 1913, Status: OK
[2025-01-01 05:36:00] Temperature: 84.4°C, Voltage: 3.51V, Current: 0.83A, Signal_Strength: -65dBm, Antenna_Angle: 308.98°, Roll: 1.95°, Pitch: -0.01°, Yaw: 46.27°, Packets_Sent: 1240, Status: Critical
[2025-01-01 05:37:00] Temperature: 37.0°C, Voltage: 3.71V, Current: 0.42A, Signal_Strength: -63dBm, Antenna_Angle: 17.87°, Roll: 0.67°, Pitch: -0.49°, Yaw: 6.29°, Packets_Sent: 1522, Status: OK
[2025-01-01 05:38:00] Temperature: 15.7°C, Voltage: 3.76V, Current: 0.71A, Signal_Strength: -50dBm, Antenna_Angle: 178.38°, Roll: -0.40°, Pitch: 0.61°, Yaw: 262.66°, Packets_Sent: 1134, Status: OK
[2025-01-01 05:39:00] Temperature: 35.9°C, Voltage: 3.53V, Current: 0.66A, Signal_Strength: -48dBm, Antenna_Angle: 304.20°, Roll: -0.47°, Pitch: 0.85°, Yaw: 299.73°, Packets_Sent: 1344, Status: OK
[2025-01-01 05:40:00] Temperature: 15.4°C, Voltage: 3.81V, Current: 0.46A, Signal_Strength: -94dBm, Antenna_Angle: 18.87°, Roll: -1.74°, Pitch: -0.23°, Yaw: 41.02°, Packets_Sent: 1380, Status: Warning
[2025-01-01 05:41:00] Temperature: 31.0°C, Voltage: 3.47V, Current: 0.98A, Signal_Strength: -46dBm, Antenna_Angle: 83.03°, Roll: -1.74°, Pitch: 0.18°, Yaw: 339.59°, Packets_Sent: 1470, Status: OK
[2025-01-01 05:42:00] Temperature: 33.7°C, Voltage: 3.47V, Current: 1.21A, Signal_Strength: -74dBm, Antenna_Angle: 94.50°, Roll: 0.53°, Pitch: -0.33°, Yaw: 31.87°, Packets_Sent: 1351, Status: OK
[2025-01-01 05:43:00] Temperature: 26.8°C, Voltage: 3.66V, Current: 1.11A, Signal_Strength: -95dBm, Antenna_Angle: 291.87°, Roll: 1.94°, Pitch: 0.70°, Yaw: 154.47°, Packets_Sent: 1187, Status: Warning
[2025-01-01 05:44:00] Temperature: 41.8°C, Voltage: 3.84V, Current: 1.25A, Signal_Strength: -96dBm, Antenna_Angle: 313.84°, Roll: -1.71°, Pitch: 1.31°, Yaw: 359.22°, Packets_Sent: 1351, Status: Warning
[2025-01-01 05:45:00] Temperature: 43.4°C, Voltage: 3.72V, Current: 1.22A, Signal_Strength: -75dBm, Antenna_Angle: 220.63°, Roll: 1.72°, Pitch: 0.42°, Yaw: 222.74°, Packets_Sent: 1918, Status: OK
[2025-01-01 05:46:00] Temperature: 19.2°C, Voltage: 3.67V, Current: 1.49A, Signal_Strength: -53dBm, Antenna_Angle: 50.37°, Roll: 0.43°, Pitch: -0.10°, Yaw: 146.94°, Packets_Sent: 1764, Status: OK
[2025-01-01 05:47:00] Temperature: 34.4°C, Voltage: 3.75V, Current: 0.51A, Signal_Strength: -51dBm, Antenna_Angle: 153.77°, Roll: 0.04°, Pitch: -0.09°, Yaw: 313.10°, Packets_Sent: 1101, Status: OK
[2025-01-01 05:48:00] Temperature: 30.9°C, Voltage: 3.77V, Current: 0.64A, Signal_Strength: -47dBm, Antenna_Angle: 155.67°, Roll: 1.62°, Pitch: 0.67°, Yaw: 8.85°, Packets_Sent: 1977, Status: OK
[2025-01-01 05:49:00] Temperature: 26.9°C, Voltage: 3.76V, Current: 1.10A, Signal_Strength: -61dBm, Antenna_Angle: 144.54°, Roll: -1.26°, Pitch: -0.27°, Yaw: 159.78°, Packets_Sent: 1225, Status: OK
[2025-01-01 05:50:00] Temperature: 30.4°C, Voltage: 3.68V, Current: 1.16A, Signal_Strength: -62dBm, Antenna_Angle: 142.95°, Roll: 1.96°, Pitch: -0.70°, Yaw: 67.41°, Packets_Sent: 1709, Status: OK
[2025-01-01 05:51:00] Temperature: 33.1°C, Voltage: 3.81V, Current: 0.99A, Signal_Strength: -57dBm, Antenna_Angle: 166.96°, Roll: 1.23°, Pitch: 0.26°, Yaw: 38.22°, Packets_Sent: 1395, Status: OK
[2025-01-01 05:52:00] Temperature: 33.7°C, Voltage: 3.64V, Current: 0.57A, Signal_Strength: -65dBm, Antenna_Angle: 217.17°, Roll: -0.48°, Pitch: -1.90°, Yaw: 301.89°, Packets_Sent: 1915, Status: OK
[2025-01-01 05:53:00] Temperature: 26.1°C, Voltage: 3.75V, Current: 0.43A, Signal_Strength: -74dBm, Antenna_Angle: 26.08°, Roll: -1.50°, Pitch: -0.24°, Yaw: 321.09°, Packets_Sent: 1495, Status: OK
[2025-01-01 05:54:00] Temperature: 24.9°C, Voltage: 3.67V, Current: 0.61A, Signal_Strength: -73dBm, Antenna_Angle: 296.26°, Roll: 1.47°, Pitch: -0.60°, Yaw: 33.41°, Packets_Sent: 1621, Status: OK
[2025-01-01 05:55:00] Temperature: 17.4°C, Voltage: 3.50V, Current: 1.47A, Signal_Strength: -59dBm, Antenna_Angle: 14.18°, Roll: 1.10°, Pitch: -1.98°, Yaw: 217.24°, Packets_Sent: 1639, Status: OK
[2025-01-01 05:56:00] Temperature: 32.8°C, Voltage: 3.71V, Current: 0.98A, Signal_Strength: -62dBm, Antenna_Angle: 300.69°, Roll: -0.60°, Pitch: -0.15°, Yaw: 17.92°, Packets_Sent: 1906, Status: OK
[2025-01-01 05:57:00] Temperature: 15.5°C, Voltage: 3.51V, Current: 0.62A, Signal_Strength: -71dBm, Antenna_Angle: 263.18°, Roll: -0.64°, Pitch: -1.95°, Yaw: 231.74°, Packets_Sent: 1207, Status: OK
[2025-01-01 05:58:00] Temperature: 33.8°C, Voltage: 3.65V, Current: 0.59A, Signal_Strength: -52dBm, Antenna_Angle: 8.26°, Roll: -1.40°, Pitch: -1.28°, Yaw: 81.74°, Packets_Sent: 1605, Status: OK
[2025-01-01 05:59:00] Temperature: 33.1°C, Voltage: 3.15V, Current: 1.10A, Signal_Strength: -75dBm, Antenna_Angle: 60.53°, Roll: -1.95°, Pitch: 1.81°, Yaw: 230.01°, Packets_Sent: 985, Status: Warning
[2025-01-01 06:00:00] Temperature: 38.6°C, Voltage: 3.81V, Current: 1.12A, Signal_Strength: -62dBm, Antenna_Angle: 93.44°, Roll: -0.55°, Pitch: -0.12°, Yaw: 285.33°, Packets_Sent: 1824, Status: OK
[2025-01-01 06:01:00] Temperature: 44.8°C, Voltage: 3.73V, Current: 0.76A, Signal_Strength: -48dBm, Antenna_Angle: 248.53°, Roll: -0.78°, Pitch: 1.78°, Yaw: 345.96°, Packets_Sent: 1467, Status: OK
[2025-01-01 06:02:00] Temperature: 27.2°C, Voltage: 3.76V, Current: 0.95A, Signal_Strength: -74dBm, Antenna_Angle: 136.95°, Roll: 1.16°, Pitch: -0.55°, Yaw: 109.41°, Packets_Sent: 1909, Status: OK
[2025-01-01 06:03:00] Temperature: 21.6°C, Voltage: 3.58V, Current: 0.47A, Signal_Strength: -64dBm, Antenna_Angle: 154.49°, Roll: 0.65°, Pitch: -0.32°, Yaw: 333.88°, Packets_Sent: 1998, Status: OK
[2025-01-01 06:04:00] Temperature: 35.0°C, Voltage: 3.80V, Current: 0.96A, Signal_Strength: -51dBm, Antenna_Angle: 202.16°, Roll: 0.65°, Pitch: 1.71°, Yaw: 235.76°, Packets_Sent: 1368, Status: OK
[2025-01-01 06:05:00] Temperature: 33.9°C, Voltage: 3.79V, Current: 1.32A, Signal_Strength: -69dBm, Antenna_Angle: 352.30°, Roll: 0.07°, Pitch: -1.04°, Yaw: 10.55°, Packets_Sent: 1513, Status: OK
[2025-01-01 06:06:00] Temperature: 28.8°C, Voltage: 3.60V, Current: 0.92A, Signal_Strength: -47dBm, Antenna_Angle: 324.38°, Roll: -1.03°, Pitch: 1.09°, Yaw: 234.15°, Packets_Sent: 1495, Status: OK
[2025-01-01 06:07:00] Temperature: 85.7°C, Voltage: 3.54V, Current: 1.31A, Signal_Strength: -67dBm, Antenna_Angle: 87.79°, Roll: 1.99°, Pitch: 0.76°, Yaw: 311.94°, Packets_Sent: 1781, Status: Critical
[2025-01-01 06:08:00] Temperature: 38.7°C, Voltage: 3.58V, Current: 0.47A, Signal_Strength: -45dBm, Antenna_Angle: 11.48°, Roll: 0.13°, Pitch: -0.40°, Yaw: 59.46°, Packets_Sent: 1258, Status: OK
[2025-01-01 06:09:00] Temperature: 16.5°C, Voltage: 3.53V, Current: 0.59A, Signal_Strength: -45dBm, Antenna_Angle: 217.26°, Roll: 0.27°, Pitch: 0.79°, Yaw: 160.86°, Packets_Sent: 1301, Status: OK
[2025-01-01 06:10:00] Temperature: 29.7°C, Voltage: 3.51V, Current: 1.47A, Signal_Strength: -66dBm, Antenna_Angle: 228.57°, Roll: 0.67°, Pitch: 1.88°, Yaw: 1.72°, Packets_Sent: 1607, Status: OK
[2025-01-01 06:11:00] Temperature: 15.9°C, Voltage: 3.62V, Current: 0.77A, Signal_Strength: -45dBm, Antenna_Angle: 39.58°, Roll: 0.71°, Pitch: 0.76°, Yaw: 228.96°, Packets_Sent: 978, Status: OK
[2025-01-01 06:12:00] Temperature: 25.3°C, Voltage: 3.71V, Current: 1.46A, Signal_Strength: -72dBm, Antenna_Angle: 75.50°, Roll: 1.54°, Pitch: -1.44°, Yaw: 167.03°, Packets_Sent: 1364, Status: OK
[2025-01-01 06:13:00] Temperature: 35.5°C, Voltage: 3.72V, Current: 0.66A, Signal_Strength: -68dBm, Antenna_Angle: 176.92°, Roll: -1.25°, Pitch: 1.19°, Yaw: 260.95°, Packets_Sent: 1577, Status: OK
[2025-01-01 06:14:00] Temperature: 19.3°C, Voltage: 3.71V, Current: 1.03A, Signal_Strength: -67dBm, Antenna_Angle: 312.81°, Roll: -0.57°, Pitch: 1.54°, Yaw: 294.15°, Packets_Sent: 1721, Status: OK
[2025-01-01 06:15:00] Temperature: 28.0°C, Voltage: 3.72V, Current: 1.40A, Signal_Strength: -51dBm, Antenna_Angle: 123.82°, Roll: 0.09°, Pitch: -0.02°, Yaw: 190.27°, Packets_Sent: 1004, Status: OK
[2025-01-01 06:16:00] Temperature: 35.3°C, Voltage: 3.59V, Current: 0.78A, Signal_Strength: -73dBm, Antenna_Angle: 227.49°, Roll: 1.91°, Pitch: 1.19°, Yaw: 296.56°, Packets_Sent: 1783, Status: OK
[2025-01-01 06:17:00] Temperature: 32.5°C, Voltage: 3.58V, Current: 0.49A, Signal_Strength: -55dBm, Antenna_Angle: 332.33°, Roll: 1.32°, Pitch: -0.75°, Yaw: 246.33°, Packets_Sent: 1604, Status: OK
[2025-01-01 06:18:00] Temperature: 36.0°C, Voltage: 3.82V, Current: 0.86A, Signal_Strength: -61dBm, Antenna_Angle: 195.77°, Roll: -0.34°, Pitch: -1.20°, Yaw: 159.21°, Packets_Sent: 1120, Status: OK
[2025-01-01 06:19:00] Temperature: 44.9°C, Voltage: 3.51V, Current: 0.50A, Signal_Strength: -65dBm, Antenna_Angle: 171.22°, Roll: 0.88°, Pitch: 1.05°, Yaw: 268.97°, Packets_Sent: 1766, Status: OK
[2025-01-01 06:20:00] Temperature: 22.7°C, Voltage: 3.49V, Current: 1.23A, Signal_Strength: -74dBm, Antenna_Angle: 92.71°, Roll: 0.04°, Pitch: 1.13°, Yaw: 159.14°, Packets_Sent: 1142, Status: OK
[2025-01-01 06:21:00] Temperature: 32.7°C, Voltage: 3.82V, Current: 0.87A, Signal_Strength: -68dBm, Antenna_Angle: 217.26°, Roll: -1.04°, Pitch: 1.16°, Yaw: 84.55°, Packets_Sent: 1783, Status: OK
[2025-01-01 06:22:00] Temperature: 25.1°C, Voltage: 3.48V, Current: 1.22A, Signal_Strength: -47dBm, Antenna_Angle: 111.87°, Roll: 0.85°, Pitch: 0.88°, Yaw: 295.73°, Packets_Sent: 966, Status: OK
[2025-01-01 06:23:00] Temperature: 42.5°C, Voltage: 3.50V, Current: 1.14A, Signal_Strength: -53dBm, Antenna_Angle: 158.65°, Roll: 1.79°, Pitch: 1.81°, Yaw: 77.51°, Packets_Sent: 1104, Status: OK
[2025-01-01 06:24:00] Temperature: 39.8°C, Voltage: 3.66V, Current: 1.01A, Signal_Strength: -46dBm, Antenna_Angle: 111.08°, Roll: 1.40°, Pitch: -1.64°, Yaw: 105.03°, Packets_Sent: 1604, Status: OK
[2025-01-01 06:25:00] Temperature: 19.4°C, Voltage: 3.69V, Current: 0.67A, Signal_Strength: -66dBm, Antenna_Angle: 16.63°, Roll: 0.21°, Pitch: 1.14°, Yaw: 85.51°, Packets_Sent: 1196, Status: OK
[2025-01-01 06:26:00] Temperature: 19.0°C, Voltage: 3.59V, Current: 0.81A, Signal_Strength: -64dBm, Antenna_Angle: 66.53°, Roll: -1.56°, Pitch: -0.68°, Yaw: 212.56°, Packets_Sent: 1030, Status: OK
[2025-01-01 06:27:00] Temperature: 33.9°C, Voltage: 3.53V, Current: 0.49A, Signal_Strength: -49dBm, Antenna_Angle: 73.12°, Roll: -1.01°, Pitch: 1.53°, Yaw: 134.10°, Packets_Sent: 1512, Status: OK
[2025-01-01 06:28:00] Temperature: 17.5°C, Voltage: 3.08V, Current: 1.12A, Signal_Strength: -70dBm, Antenna_Angle: 353.27°, Roll: -0.07°, Pitch: 0.71°, Yaw: 38.59°, Packets_Sent: 1890, Status: Warning
[2025-01-01 06:29:00] Temperature: 18.4°C, Voltage: 3.72V, Current: 0.91A, Signal_Strength: -71dBm, Antenna_Angle: 325.16°, Roll: 1.24°, Pitch: 1.64°, Yaw: 76.90°, Packets_Sent: 1595, Status: OK
[2025-01-01 06:30:00] Temperature: 18.3°C, Voltage: 3.62V, Current: 1.15A, Signal_Strength: -72dBm, Antenna_Angle: 19.29°, Roll: -0.04°, Pitch: 1.28°, Yaw: 56.02°, Packets_Sent: 1931, Status: OK
[2025-01-01 06:31:00] Temperature: 31.5°C, Voltage: 3.61V, Current: 1.39A, Signal_Strength: -51dBm, Antenna_Angle: 159.35°, Roll: -0.26°, Pitch: -0.06°, Yaw: 278.23°, Packets_Sent: 1843, Status: OK
[2025-01-01 06:32:00] Temperature: 31.9°C, Voltage: 3.72V, Current: 0.94A, Signal_Strength: -62dBm, Antenna_Angle: 105.12°, Roll: -0.51°, Pitch: -1.21°, Yaw: 91.54°, Packets_Sent: 1065, Status: OK
[2025-01-01 06:33:00] Temperature: 15.3°C, Voltage: 3.85V, Current: 0.41A, Signal_Strength: -52dBm, Antenna_Angle: 135.82°, Roll: -1.02°, Pitch: -0.02°, Yaw: 220.64°, Packets_Sent: 1966, Status: OK
[2025-01-01 06:34:00] Temperature: 37.3°C, Voltage: 3.57V, Current: 0.78A, Signal_Strength: -73dBm, Antenna_Angle: 213.99°, Roll: -0.40°, Pitch: 1.04°, Yaw: 17.00°, Packets_Sent: 1930, Status: OK
[2025-01-01 06:35:00] Temperature: 16.4°C, Voltage: 3.45V, Current: 1.26A, Signal_Strength: -51dBm, Antenna_Angle: 98.33°, Roll: 0.72°, Pitch: -0.81°, Yaw: 24.77°, Packets_Sent: 1840, Status: OK
[2025-01-01 06:36:00] Temperature: 19.4°C, Voltage: 3.77V, Current: 1.00A, Signal_Strength: -72dBm, Antenna_Angle: 27.19°, Roll: 1.32°, Pitch: 0.66°, Yaw: 160.70°, Packets_Sent: 1398, Status: OK
[2025-01-01 06:37:00] Temperature: 41.1°C, Voltage: 3.58V, Current: 0.67A, Signal_Strength: -67dBm, Antenna_Angle: 21.64°, Roll: -1.36°, Pitch: -1.99°, Yaw: 84.61°, Packets_Sent: 1535, Status: OK
[2025-01-01 06:38:00] Temperature: 20.1°C, Voltage: 3.77V, Current: 0.59A, Signal_Strength: -52dBm, Antenna_Angle: 266.48°, Roll: 1.53°, Pitch: 0.69°, Yaw: 188.26°, Packets_Sent: 1057, Status: OK
[2025-01-01 06:39:00] Temperature: 34.1°C, Voltage: 3.54V, Current: 1.33A, Signal_Strength: -68dBm, Antenna_Angle: 203.52°, Roll: 0.59°, Pitch: 0.81°, Yaw: 356.52°, Packets_Sent: 1076, Status: OK
[2025-01-01 06:40:00] Temperature: 33.0°C, Voltage: 3.64V, Current: 0.96A, Signal_Strength: -54dBm, Antenna_Angle: 233.28°, Roll: -0.07°, Pitch: -1.82°, Yaw: 8.33°, Packets_Sent: 1777, Status: OK
[2025-01-01 06:41:00] Temperature: 22.7°C, Voltage: 3.74V, Current: 1.26A, Signal_Strength: -46dBm, Antenna_Angle: 328.79°, Roll: -1.54°, Pitch: -1.03°, Yaw: 201.82°, Packets_Sent: 1835, Status: OK
[2025-01-01 06:42:00] Temperature: 15.8°C, Voltage: 3.71V, Current: 0.99A, Signal_Strength: -57dBm, Antenna_Angle: 37.51°, Roll: -0.16°, Pitch: 0.12°, Yaw: 29.13°, Packets_Sent: 1343, Status: OK
[2025-01-01 06:43:00] Temperature: 38.4°C, Voltage: 3.75V, Current: 1.08A, Signal_Strength: -51dBm, Antenna_Angle: 109.41°, Roll: 1.74°, Pitch: -0.32°, Yaw: 170.14°, Packets_Sent: 1431, Status: OK
[2025-01-01 06:44:00] Temperature: 25.3°C, Voltage: 3.61V, Current: 0.53A, Signal_Strength: -69dBm, Antenna_Angle: 154.00°, Roll: -1.05°, Pitch: -0.22°, Yaw: 246.36°, Packets_Sent: 1060, Status: OK
[2025-01-01 06:45:00] Temperature: 37.7°C, Voltage: 3.65V, Current: 0.86A, Signal_Strength: -71dBm, Antenna_Angle: 153.23°, Roll: -0.40°, Pitch: -1.46°, Yaw: 144.62°, Packets_Sent: 1625, Status: OK
[2025-01-01 06:46:00] Temperature: 42.7°C, Voltage: 3.63V, Current: 0.64A, Signal_Strength: -74dBm, Antenna_Angle: 130.84°, Roll: -0.16°, Pitch: -1.22°, Yaw: 304.58°, Packets_Sent: 1324, Status: OK
[2025-01-01 06:47:00] Temperature: 37.4°C, Voltage: 3.78V, Current: 0.45A, Signal_Strength: -53dBm, Antenna_Angle: 78.27°, Roll: 0.67°, Pitch: 1.85°, Yaw: 108.69°, Packets_Sent: 1491, Status: OK
[2025-01-01 06:48:00] Temperature: 41.6°C, Voltage: 3.52V, Current: 0.87A, Signal_Strength: -53dBm, Antenna_Angle: 0.31°, Roll: -1.71°, Pitch: -0.17°, Yaw: 280.48°, Packets_Sent: 1126, Status: OK
[2025-01-01 06:49:00] Temperature: 20.2°C, Voltage: 3.72V, Current: 0.81A, Signal_Strength: -66dBm, Antenna_Angle: 81.63°, Roll: 1.96°, Pitch: 0.95°, Yaw: 74.59°, Packets_Sent: 1712, Status: OK
[2025-01-01 06:50:00] Temperature: 22.9°C, Voltage: 3.46V, Current: 0.68A, Signal_Strength: -66dBm, Antenna_Angle: 193.91°, Roll: 0.37°, Pitch: 1.61°, Yaw: 333.70°, Packets_Sent: 1693, Status: OK
[2025-01-01 06:51:00] Temperature: 31.5°C, Voltage: 3.76V, Current: 0.65A, Signal_Strength: -74dBm, Antenna_Angle: 194.86°, Roll: 0.73°, Pitch: 1.68°, Yaw: 82.02°, Packets_Sent: 1896, Status: OK
[2025-01-01 06:52:00] Temperature: 35.7°C, Voltage: 3.48V, Current: 0.78A, Signal_Strength: -46dBm, Antenna_Angle: 268.85°, Roll: 1.12°, Pitch: 0.83°, Yaw: 341.28°, Packets_Sent: 1196, Status: OK
[2025-01-01 06:53:00] Temperature: 34.3°C, Voltage: 3.64V, Current: 0.46A, Signal_Strength: -65dBm, Antenna_Angle: 80.30°, Roll: -1.83°, Pitch: -0.94°, Yaw: 135.76°, Packets_Sent: 1031, Status: OK
[2025-01-01 06:54:00] Temperature: 19.4°C, Voltage: 3.49V, Current: 1.00A, Signal_Strength: -70dBm, Antenna_Angle: 184.88°, Roll: -0.08°, Pitch: 0.07°, Yaw: 7.35°, Packets_Sent: 1475, Status: OK
[2025-01-01 06:55:00] Temperature: 28.4°C, Voltage: 3.68V, Current: 1.49A, Signal_Strength: -63dBm, Antenna_Angle: 19.23°, Roll: -0.66°, Pitch: -0.21°, Yaw: 220.61°, Packets_Sent: 1883, Status: OK
[2025-01-01 06:56:00] Temperature: 36.8°C, Voltage: 3.71V, Current: 1.32A, Signal_Strength: -61dBm, Antenna_Angle: 102.55°, Roll: 0.50°, Pitch: -1.77°, Yaw: 58.04°, Packets_Sent: 1819, Status: OK
[2025-01-01 06:57:00] Temperature: 18.2°C, Voltage: 3.50V, Current: 0.71A, Signal_Strength: -49dBm, Antenna_Angle: 284.58°, Roll: -0.58°, Pitch: 0.95°, Yaw: 199.04°, Packets_Sent: 1755, Status: OK
[2025-01-01 06:58:00] Temperature: 18.1°C, Voltage: 3.83V, Current: 1.46A, Signal_Strength: -62dBm, Antenna_Angle: 177.30°, Roll: -0.37°, Pitch: -1.03°, Yaw: 357.53°, Packets_Sent: 1541, Status: OK
[2025-01-01 06:59:00] Temperature: 17.8°C, Voltage: 3.69V, Current: 1.48A, Signal_Strength: -64dBm, Antenna_Angle: 126.86°, Roll: 0.98°, Pitch: 1.01°, Yaw: 37.21°, Packets_Sent: 1264, Status: OK
[2025-01-01 07:00:00] Temperature: 33.3°C, Voltage: 3.54V, Current: 1.41A, Signal_Strength: -60dBm, Antenna_Angle: 31.92°, Roll: 0.10°, Pitch: 0.76°, Yaw: 212.39°, Packets_Sent: 1332, Status: OK
[2025-01-01 07:01:00] Temperature: 32.6°C, Voltage: 3.61V, Current: 1.48A, Signal_Strength: -70dBm, Antenna_Angle: 17.05°, Roll: 0.57°, Pitch: -1.95°, Yaw: 27.67°, Packets_Sent: 1324, Status: OK
[2025-01-01 07:02:00] Temperature: 25.4°C, Voltage: 3.77V, Current: 1.17A, Signal_Strength: -72dBm, Antenna_Angle: 79.85°, Roll: -0.31°, Pitch: -1.52°, Yaw: 301.52°, Packets_Sent: 1298, Status: OK
[2025-01-01 07:03:00] Temperature: 33.4°C, Voltage: 3.66V, Current: 0.69A, Signal_Strength: -74dBm, Antenna_Angle: 305.23°, Roll: 0.76°, Pitch: 1.34°, Yaw: 87.36°, Packets_Sent: 1535, Status: OK
[2025-01-01 07:04:00] Temperature: 33.0°C, Voltage: 3.75V, Current: 0.81A, Signal_Strength: -52dBm, Antenna_Angle: 181.26°, Roll: 0.78°, Pitch: 1.62°, Yaw: 295.31°, Packets_Sent: 1599, Status: OK
[2025-01-01 07:05:00] Temperature: 32.9°C, Voltage: 3.68V, Current: 1.23A, Signal_Strength: -71dBm, Antenna_Angle: 173.45°, Roll: 2.00°, Pitch: -1.13°, Yaw: 227.56°, Packets_Sent: 1470, Status: OK
[2025-01-01 07:06:00] Temperature: 24.7°C, Voltage: 3.83V, Current: 0.78A, Signal_Strength: -62dBm, Antenna_Angle: 98.04°, Roll: -0.71°, Pitch: 1.52°, Yaw: 24.04°, Packets_Sent: 1277, Status: OK
[2025-01-01 07:07:00] Temperature: 44.4°C, Voltage: 3.83V, Current: 0.68A, Signal_Strength: -60dBm, Antenna_Angle: 151.55°, Roll: 1.62°, Pitch: -1.57°, Yaw: 253.15°, Packets_Sent: 1267, Status: OK
[2025-01-01 07:08:00] Temperature: 20.6°C, Voltage: 3.77V, Current: 0.53A, Signal_Strength: -59dBm, Antenna_Angle: 83.98°, Roll: -0.57°, Pitch: -1.61°, Yaw: 74.85°, Packets_Sent: 1434, Status: OK
[2025-01-01 07:09:00] Temperature: 22.6°C, Voltage: 3.54V, Current: 0.75A, Signal_Strength: -68dBm, Antenna_Angle: 18.98°, Roll: -1.97°, Pitch: 1.09°, Yaw: 169.30°, Packets_Sent: 1396, Status: OK
[2025-01-01 07:10:00] Temperature: 34.8°C, Voltage: 3.59V, Current: 1.45A, Signal_Strength: -74dBm, Antenna_Angle: 211.37°, Roll: -0.55°, Pitch: 1.15°, Yaw: 193.81°, Packets_Sent: 1526, Status: OK
[2025-01-01 07:11:00] Temperature: 23.3°C, Voltage: 3.74V, Current: 1.02A, Signal_Strength: -53dBm, Antenna_Angle: 217.92°, Roll: 0.81°, Pitch: -0.16°, Yaw: 228.97°, Packets_Sent: 1260, Status: OK
[2025-01-01 07:12:00] Temperature: 24.9°C, Voltage: 3.83V, Current: 1.42A, Signal_Strength: -62dBm, Antenna_Angle: 182.95°, Roll: 1.51°, Pitch: -1.14°, Yaw: 223.81°, Packets_Sent: 1036, Status: OK
[2025-01-01 07:13:00] Temperature: 27.9°C, Voltage: 3.46V, Current: 1.16A, Signal_Strength: -71dBm, Antenna_Angle: 236.46°, Roll: 1.90°, Pitch: 0.83°, Yaw: 64.89°, Packets_Sent: 1501, Status: OK
[2025-01-01 07:14:00] Temperature: 20.1°C, Voltage: 3.52V, Current: 1.34A, Signal_Strength: -67dBm, Antenna_Angle: 247.80°, Roll: 1.52°, Pitch: 1.36°, Yaw: 82.63°, Packets_Sent: 1975, Status: OK
[2025-01-01 07:15:00] Temperature: 27.4°C, Voltage: 3.81V, Current: 0.60A, Signal_Strength: -68dBm, Antenna_Angle: 112.56°, Roll: -1.62°, Pitch: 0.18°, Yaw: 233.57°, Packets_Sent: 929, Status: OK
[2025-01-01 07:16:00] Temperature: 23.1°C, Voltage: 3.57V, Current: 1.47A, Signal_Strength: -49dBm, Antenna_Angle: 97.47°, Roll: -1.37°, Pitch: -0.88°, Yaw: 291.06°, Packets_Sent: 963, Status: OK
[2025-01-01 07:17:00] Temperature: 15.2°C, Voltage: 3.69V, Current: 0.88A, Signal_Strength: -100dBm, Antenna_Angle: 321.99°, Roll: -1.53°, Pitch: 0.94°, Yaw: 153.28°, Packets_Sent: 1086, Status: Warning
[2025-01-01 07:18:00] Temperature: 23.2°C, Voltage: 3.70V, Current: 1.03A, Signal_Strength: -72dBm, Antenna_Angle: 178.19°, Roll: 0.48°, Pitch: 0.48°, Yaw: 23.38°, Packets_Sent: 1294, Status: OK
[2025-01-01 07:19:00] Temperature: 16.2°C, Voltage: 3.57V, Current: 1.10A, Signal_Strength: -66dBm, Antenna_Angle: 116.92°, Roll: 0.74°, Pitch: 0.49°, Yaw: 183.08°, Packets_Sent: 1091, Status: OK
