--- Cartosat-2D Logs ---
[2025-01-01 00:00:00] Temperature: 31.1°C, Voltage: 3.58V, Current: 1.26A, Signal_Strength: -63dBm, Antenna_Angle: 267.32°, Roll: -0.80°, Pitch: 0.90°, Yaw: 113.58°, Packets_Sent: 1967, Status: OK
[2025-01-01 05:30:00] Temperature: 23.0°C, Voltage: 3.82V, Current: 1.10A, Signal_Strength: -64dBm, Antenna_Angle: 279.90°, Roll: 0.83°, Pitch: -1.27°, Yaw: 355.04°, Packets_Sent: 1756, Status: OK
[2025-01-01 05:31:00] Temperature: 30.1°C, Voltage: 3.56V, Current: 0.87A, Signal_Strength: -47dBm, Antenna_Angle: 317.29°, Roll: -0.78°, Pitch: 1.43°, Yaw: 341.07°, Packets_Sent: 1368, Status: OK
[2025-01-01 05:32:00] Temperature: 24.4°C, Voltage: 3.49V, Current: 0.49A, Signal_Strength: -53dBm, Antenna_Angle: 340.14°, Roll: 0.30°, Pitch: -1.66°, Yaw: 102.90°, Packets_Sent: 1238, Status: OK
[2025-01-01 05:33:00] Temperature: 39.3°C, Voltage: 3.45V, Current: 1.44A, Signal_Strength: -55dBm, Antenna_Angle: 335.67°, Roll: -0.08°, Pitch: 0.06°, Yaw: 359.25°, Packets_Sent: 1179, Status: OK
[2025-01-01 05:34:00] Temperature: 35.9°C, Voltage: 3.61V, Current: 1.08A, Signal_Strength: -48dBm, Antenna_Angle: 268.52°, Roll: 0.81°, Pitch: 1.00°, Yaw: 87.92°, Packets_Sent: 1770, Status: OK
[2025-01-01 05:35:00] Temperature: 43.5°C, Voltage: 3.78V, Current: 1.37A, Signal_Strength: -59dBm, Antenna_Angle: 219.30°, Roll: 1.86°, Pitch: 0.70°, Yaw: 317.49°, Packets_Sent: 1818, Status: OK
[2025-01-01 05:36:00] Temperature: 21.8°C, Voltage: 3.48V, Current: 1.32A, Signal_Strength: -60dBm, Antenna_Angle: 342.88°, Roll: -0.02°, Pitch: -1.32°, Yaw: 349.09°, Packets_Sent: 1765, Status: OK
[2025-01-01 05:37:00] Temperature: 35.4°C, Voltage: 3.78V, Current: 1.34A, Signal_Strength: -49dBm, Antenna_Angle: 104.42°, Roll: -0.83°, Pitch: -1.15°, Yaw: 265.68°, Packets_Sent: 1889, Status: OK
[2025-01-01 05:38:00] Temperature: 83.1°C, Voltage: 3.57V, Current: 1.43A, Signal_Strength: -56dBm, Antenna_Angle: 297.25°, Roll: 1.74°, Pitch: 1.57°, Yaw: 305.40°, Packets_Sent: 972, Status: Critical
[2025-01-01 05:39:00] Temperature: 24.9°C, Voltage: 3.59V, Current: 0.41A, Signal_Strength: -48dBm, Antenna_Angle: 67.01°, Roll: -1.96°, Pitch: -0.28°, Yaw: 71.11°, Packets_Sent: 1626, Status: OK
[2025-01-01 05:40:00] Temperature: 42.0°C, Voltage: 3.61V, Current: 1.40A, Signal_Strength: -75dBm, Antenna_Angle: 276.99°, Roll: -1.10°, Pitch: -0.42°, Yaw: 107.74°, Packets_Sent: 1412, Status: OK
[2025-01-01 05:41:00] Temperature: 20.5°C, Voltage: 3.77V, Current: 0.52A, Signal_Strength: -62dBm, Antenna_Angle: 302.16°, Roll: -1.44°, Pitch: 0.99°, Yaw: 2.09°, Packets_Sent: 1231, Status: OK
[2025-01-01 05:42:00] Temperature: 36.3°C, Voltage: 3.49V, Current: 0.71A, Signal_Strength: -71dBm, Antenna_Angle: 151.58°, Roll: 1.60°, Pitch: -1.36°, Yaw: 71.64°, Packets_Sent: 1578, Status: OK
[2025-01-01 05:43:00] Temperature: 35.0°C, Voltage: 3.56V, Current: 0.86A, Signal_Strength: -58dBm, Antenna_Angle: 287.93°, Roll: -0.70°, Pitch: 1.06°, Yaw: 317.43°, Packets_Sent: 1160, Status: OK
[2025-01-01 05:44:00] Temperature: 42.7°C, Voltage: 3.79V, Current: 0.83A, Signal_Strength: -72dBm, Antenna_Angle: 38.84°, Roll: -1.50°, Pitch: -0.62°, Yaw: 4.91°, Packets_Sent: 943, Status: OK
[2025-01-01 05:45:00] Temperature: 16.6°C, Voltage: 3.78V, Current: 0.87A, Signal_Strength: -57dBm, Antenna_Angle: 2.89°, Roll: -0.84°, Pitch: -0.06°, Yaw: 273.92°, Packets_Sent: 1883, Status: OK
[2025-01-01 05:46:00] Temperature: 19.6°C, Voltage: 3.65V, Current: 0.67A, Signal_Strength: -52dBm, Antenna_Angle: 311.09°, Roll: 0.67°, Pitch: -0.28°, Yaw: 170.60°, Packets_Sent: 1406, Status: OK
[2025-01-01 05:47:00] Temperature: 18.1°C, Voltage: 3.74V, Current: 1.07A, Signal_Strength: -69dBm, Antenna_Angle: 307.75°, Roll: -1.08°, Pitch: -1.47°, Yaw: 13.81°, Packets_Sent: 1204, Status: OK
[2025-01-01 05:48:00] Temperature: 42.9°C, Voltage: 3.62V, Current: 1.08A, Signal_Strength: -72dBm, Antenna_Angle: 18.34°, Roll: 0.10°, Pitch: 0.80°, Yaw: 352.83°, Packets_Sent: 1734, Status: OK
[2025-01-01 05:49:00] Temperature: 27.8°C, Voltage: 3.47V, Current: 0.87A, Signal_Strength: -73dBm, Antenna_Angle: 39.62°, Roll: -0.88°, Pitch: -0.60°, Yaw: 150.50°, Packets_Sent: 1644, Status: OK
[2025-01-01 05:50:00] Temperature: 16.4°C, Voltage: 3.47V, Current: 0.46A, Signal_Strength: -53dBm, Antenna_Angle: 76.31°, Roll: -0.88°, Pitch: 0.43°, Yaw: 155.12°, Packets_Sent: 1866, Status: OK
[2025-01-01 05:51:00] Temperature: 29.7°C, Voltage: 3.58V, Current: 0.52A, Signal_Strength: -55dBm, Antenna_Angle: 245.86°, Roll: -0.68°, Pitch: 0.97°, Yaw: 130.09°, Packets_Sent: 1166, Status: OK
[2025-01-01 05:52:00] Temperature: 30.9°C, Voltage: 3.60V, Current: 1.12A, Signal_Strength: -69dBm, Antenna_Angle: 138.25°, Roll: -1.48°, Pitch: 0.97°, Yaw: 43.33°, Packets_Sent: 1117, Status: OK
[2025-01-01 05:53:00] Temperature: 42.4°C, Voltage: 3.71V, Current: 0.61A, Signal_Strength: -54dBm, Antenna_Angle: 333.17°, Roll: 1.77°, Pitch: 0.48°, Yaw: 108.53°, Packets_Sent: 1053, Status: OK
[2025-01-01 05:54:00] Temperature: 37.8°C, Voltage: 3.66V, Current: 0.57A, Signal_Strength: -71dBm, Antenna_Angle: 150.55°, Roll: 1.57°, Pitch: 1.04°, Yaw: 304.58°, Packets_Sent: 1417, Status: OK
[2025-01-01 05:55:00] Temperature: 25.4°C, Voltage: 3.60V, Current: 1.09A, Signal_Strength: -96dBm, Antenna_Angle: 157.00°, Roll: -0.32°, Pitch: 1.73°, Yaw: 181.39°, Packets_Sent: 1888, Status: Warning
[2025-01-01 05:56:00] Temperature: 18.9°C, Voltage: 3.47V, Current: 1.02A, Signal_Strength: -51dBm, Antenna_Angle: 249.76°, Roll: -0.02°, Pitch: 0.13°, Yaw: 184.85°, Packets_Sent: 1714, Status: OK
[2025-01-01 05:57:00] Temperature: 28.1°C, Voltage: 3.65V, Current: 1.02A, Signal_Strength: -63dBm, Antenna_Angle: 218.59°, Roll: -1.26°, Pitch: -1.36°, Yaw: 78.41°, Packets_Sent: 1323, Status: OK
[2025-01-01 05:58:00] Temperature: 41.4°C, Voltage: 3.77V, Current: 0.90A, Signal_Strength: -54dBm, Antenna_Angle: 189.02°, Roll: 1.41°, Pitch: -0.81°, Yaw: 96.66°, Packets_Sent: 1521, Status: OK
[2025-01-01 05:59:00] Temperature: 21.7°C, Voltage: 3.66V, Current: 0.72A, Signal_Strength: -56dBm, Antenna_Angle: 339.13°, Roll: 1.71°, Pitch: -0.92°, Yaw: 284.62°, Packets_Sent: 1468, Status: OK
[2025-01-01 06:00:00] Temperature: 22.5°C, Voltage: 3.78V, Current: 0.99A, Signal_Strength: -75dBm, Antenna_Angle: 125.08°, Roll: -0.70°, Pitch: 1.79°, Yaw: 318.23°, Packets_Sent: 1655, Status: OK
[2025-01-01 06:01:00] Temperature: 19.0°C, Voltage: 3.81V, Current: 0.72A, Signal_Strength: -45dBm, Antenna_Angle: 225.34°, Roll: 1.30°, Pitch: -1.12°, Yaw: 347.47°, Packets_Sent: 921, Status: OK
[2025-01-01 06:02:00] Temperature: 44.1°C, Voltage: 3.66V, Current: 1.48A, Signal_Strength: -52dBm, Antenna_Angle: 280.98°, Roll: 0.89°, Pitch: 0.75°, Yaw: 340.43°, Packets_Sent: 1117, Status: OK
[2025-01-01 06:03:00] Temperature: 33.8°C, Voltage: 3.69V, Current: 0.63A, Signal_Strength: -62dBm, Antenna_Angle: 116.73°, Roll: 0.33°, Pitch: 1.23°, Yaw: 271.04°, Packets_Sent: 1317, Status: OK
[2025-01-01 06:04:00] Temperature: 22.0°C, Voltage: 3.74V, Current: 0.81A, Signal_Strength: -48dBm, Antenna_Angle: 33.73°, Roll: -0.16°, Pitch: 1.26°, Yaw: 63.40°, Packets_Sent: 1271, Status: OK
[2025-01-01 06:05:00] Temperature: 43.3°C, Voltage: 3.52V, Current: 0.71A, Signal_Strength: -66dBm, Antenna_Angle: 318.68°, Roll: 0.75°, Pitch: -1.25°, Yaw: 51.67°, Packets_Sent: 1707, Status: OK
[2025-01-01 06:06:00] Temperature: 28.7°C, Voltage: 3.71V, Current: 0.84A, Signal_Strength: -53dBm, Antenna_Angle: 49.42°, Roll: 0.41°, Pitch: -0.49°, Yaw: 7.46°, Packets_Sent: 924, Status: OK
[2025-01-01 06:07:00] Temperature: 81.8°C, Voltage: 3.71V, Current: 0.45A, Signal_Strength: -68dBm, Antenna_Angle: 30.09°, Roll: 1.75°, Pitch: 0.40°, Yaw: 285.26°, Packets_Sent: 1192, Status: Critical
[2025-01-01 06:08:00] Temperature: 39.5°C, Voltage: 3.79V, Current: 0.49A, Signal_Strength: -71dBm, Antenna_Angle: 273.47°, Roll: 1.26°, Pitch: -0.77°, Yaw: 172.40°, Packets_Sent: 1809, Status: OK
[2025-01-01 06:09:00] Temperature: 31.3°C, Voltage: 2.71V, Current: 1.00A, Signal_Strength: -74dBm, Antenna_Angle: 16.03°, Roll: -1.59°, Pitch: 1.55°, Yaw: 149.50°, Packets_Sent: 1507, Status: Critical
[2025-01-01 06:10:00] Temperature: 27.8°C, Voltage: 3.51V, Current: 1.12A, Signal_Strength: -68dBm, Antenna_Angle: 316.43°, Roll: 0.75°, Pitch: 0.86°, Yaw: 324.57°, Packets_Sent: 1687, Status: OK
[2025-01-01 06:11:00] Temperature: 44.7°C, Voltage: 3.54V, Current: 1.45A, Signal_Strength: -67dBm, Antenna_Angle: 27.46°, Roll: -1.53°, Pitch: 1.69°, Yaw: 331.15°, Packets_Sent: 1583, Status: OK
[2025-01-01 06:12:00] Temperature: 33.1°C, Voltage: 3.52V, Current: 0.98A, Signal_Strength: -57dBm, Antenna_Angle: 244.59°, Roll: 1.57°, Pitch: 0.75°, Yaw: 224.91°, Packets_Sent: 1207, Status: OK
[2025-01-01 06:13:00] Temperature: 41.3°C, Voltage: 3.56V, Current: 0.95A, Signal_Strength: -64dBm, Antenna_Angle: 95.54°, Roll: 1.16°, Pitch: 1.45°, Yaw: 352.09°, Packets_Sent: 1056, Status: OK
[2025-01-01 06:14:00] Temperature: 19.4°C, Voltage: 3.51V, Current: 0.89A, Signal_Strength: -51dBm, Antenna_Angle: 351.47°, Roll: -1.55°, Pitch: -0.29°, Yaw: 261.61°, Packets_Sent: 1037, Status: OK
[2025-01-01 06:15:00] Temperature: 24.7°C, Voltage: 3.50V, Current: 1.24A, Signal_Strength: -64dBm, Antenna_Angle: 177.91°, Roll: 0.77°, Pitch: -0.34°, Yaw: 285.65°, Packets_Sent: 1885, Status: OK
[2025-01-01 06:16:00] Temperature: 39.1°C, Voltage: 3.71V, Current: 0.67A, Signal_Strength: -62dBm, Antenna_Angle: 178.95°, Roll: -0.03°, Pitch: 0.14°, Yaw: 82.84°, Packets_Sent: 1993, Status: OK
[2025-01-01 06:17:00] Temperature: 94.2°C, Voltage: 3.15V, Current: 1.25A, Signal_Strength: -109dBm, Antenna_Angle: 78.96°, Roll: -1.06°, Pitch: -1.99°, Yaw: 357.80°, Packets_Sent: 1078, Status: Critical
[2025-01-01 06:18:00] Temperature: 25.5°C, Voltage: 3.79V, Current: 1.35A, Signal_Strength: -50dBm, Antenna_Angle: 106.09°, Roll: 1.34°, Pitch: 0.21°, Yaw: 335.27°, Packets_Sent: 1195, Status: OK
[2025-01-01 06:19:00] Temperature: 21.3°C, Voltage: 3.54V, Current: 1.22A, Signal_Strength: -71dBm, Antenna_Angle: 250.47°, Roll: -0.49°, Pitch: -1.89°, Yaw: 347.36°, Packets_Sent: 1193, Status: OK
[2025-01-01 06:20:00] Temperature: 78.0°C, Voltage: 2.71V, Current: 0.48A, Signal_Strength: -99dBm, Antenna_Angle: 313.36°, Roll: -1.41°, Pitch: -1.43°, Yaw: 88.21°, Packets_Sent: 961, Status: Critical
[2025-01-01 06:21:00] Temperature: 37.4°C, Voltage: 2.98V, Current: 0.73A, Signal_Strength: -63dBm, Antenna_Angle: 121.44°, Roll: -0.85°, Pitch: -1.38°, Yaw: 317.21°, Packets_Sent: 927, Status: Critical
[2025-01-01 06:22:00] Temperature: 15.3°C, Voltage: 3.78V, Current: 1.15A, Signal_Strength: -49dBm, Antenna_Angle: 199.49°, Roll: 1.68°, Pitch: 0.01°, Yaw: 255.36°, Packets_Sent: 1428, Status: OK
[2025-01-01 06:23:00] Temperature: 19.7°C, Voltage: 3.84V, Current: 0.97A, Signal_Strength: -46dBm, Antenna_Angle: 45.05°, Roll: -0.40°, Pitch: -1.78°, Yaw: 141.22°, Packets_Sent: 1333, Status: OK
[2025-01-01 06:24:00] Temperature: 44.3°C, Voltage: 3.69V, Current: 0.48A, Signal_Strength: -54dBm, Antenna_Angle: 171.87°, Roll: 1.31°, Pitch: -1.34°, Yaw: 289.19°, Packets_Sent: 1729, Status: OK
[2025-01-01 06:25:00] Temperature: 20.8°C, Voltage: 3.49V, Current: 0.49A, Signal_Strength: -57dBm, Antenna_Angle: 304.77°, Roll: -1.04°, Pitch: -1.35°, Yaw: 38.33°, Packets_Sent: 957, Status: OK
[2025-01-01 06:26:00] Temperature: 15.3°C, Voltage: 3.81V, Current: 0.61A, Signal_Strength: -69dBm, Antenna_Angle: 334.50°, Roll: -0.92°, Pitch: 1.91°, Yaw: 203.32°, Packets_Sent: 1392, Status: OK
[2025-01-01 06:27:00] Temperature: 38.7°C, Voltage: 3.47V, Current: 0.75A, Signal_Strength: -47dBm, Antenna_Angle: 3.05°, Roll: 1.01°, Pitch: 1.83°, Yaw: 180.07°, Packets_Sent: 1630, Status: OK
[2025-01-01 06:28:00] Temperature: 26.7°C, Voltage: 3.59V, Current: 0.54A, Signal_Strength: -55dBm, Antenna_Angle: 119.27°, Roll: -1.60°, Pitch: 1.23°, Yaw: 54.07°, Packets_Sent: 1931, Status: OK
[2025-01-01 06:29:00] Temperature: 26.5°C, Voltage: 3.68V, Current: 1.34A, Signal_Strength: -66dBm, Antenna_Angle: 54.55°, Roll: -1.68°, Pitch: 0.50°, Yaw: 343.01°, Packets_Sent: 1848, Status: OK
[2025-01-01 06:30:00] Temperature: 21.5°C, Voltage: 3.72V, Current: 0.55A, Signal_Strength: -53dBm, Antenna_Angle: 357.62°, Roll: 0.07°, Pitch: 0.91°, Yaw: 234.50°, Packets_Sent: 1927, Status: OK
[2025-01-01 06:31:00] Temperature: 25.2°C, Voltage: 3.76V, Current: 0.77A, Signal_Strength: -64dBm, Antenna_Angle: 308.13°, Roll: -1.84°, Pitch: 0.85°, Yaw: 245.83°, Packets_Sent: 1782, Status: OK
[2025-01-01 06:32:00] Temperature: 44.9°C, Voltage: 3.69V, Current: 1.45A, Signal_Strength: -58dBm, Antenna_Angle: 357.98°, Roll: 1.22°, Pitch: -1.43°, Yaw: 313.36°, Packets_Sent: 1099, Status: OK
[2025-01-01 06:33:00] Temperature: 44.1°C, Voltage: 3.76V, Current: 0.50A, Signal_Strength: -72dBm, Antenna_Angle: 112.94°, Roll: -1.35°, Pitch: -0.88°, Yaw: 130.79°, Packets_Sent: 1505, Status: OK
[2025-01-01 06:34:00] Temperature: 20.4°C, Voltage: 3.76V, Current: 0.68A, Signal_Strength: -61dBm, Antenna_Angle: 92.17°, Roll: 0.60°, Pitch: -1.44°, Yaw: 44.63°, Packets_Sent: 1805, Status: OK
[2025-01-01 06:35:00] Temperature: 16.2°C, Voltage: 3.79V, Current: 0.84A, Signal_Strength: -49dBm, Antenna_Angle: 330.16°, Roll: -0.24°, Pitch: 0.05°, Yaw: 224.86°, Packets_Sent: 1164, Status: OK
[2025-01-01 06:36:00] Temperature: 17.5°C, Voltage: 3.62V, Current: 0.90A, Signal_Strength: -49dBm, Antenna_Angle: 356.84°, Roll: 0.48°, Pitch: 0.58°, Yaw: 266.77°, Packets_Sent: 987, Status: OK
[2025-01-01 06:37:00] Temperature: 39.6°C, Voltage: 3.45V, Current: 1.34A, Signal_Strength: -66dBm, Antenna_Angle: 56.95°, Roll: 1.42°, Pitch: -1.11°, Yaw: 314.69°, Packets_Sent: 1717, Status: OK
[2025-01-01 06:38:00] Temperature: 25.5°C, Voltage: 3.64V, Current: 0.99A, Signal_Strength: -50dBm, Antenna_Angle: 39.28°, Roll: 0.93°, Pitch: 1.67°, Yaw: 332.09°, Packets_Sent: 1269, Status: OK
[2025-01-01 06:39:00] Temperature: 21.0°C, Voltage: 3.58V, Current: 0.75A, Signal_Strength: -45dBm, Antenna_Angle: 175.06°, Roll: -1.54°, Pitch: -0.18°, Yaw: 196.22°, Packets_Sent: 1875, Status: OK
[2025-01-01 06:40:00] Temperature: 19.4°C, Voltage: 3.54V, Current: 1.03A, Signal_Strength: -45dBm, Antenna_Angle: 278.71°, Roll: 1.75°, Pitch: -0.55°, Yaw: 154.84°, Packets_Sent: 1027, Status: OK
[2025-01-01 06:41:00] Temperature: 16.6°C, Voltage: 3.80V, Current: 1.45A, Signal_Strength: -54dBm, Antenna_Angle: 97.14°, Roll: -1.67°, Pitch: -1.72°, Yaw: 145.82°, Packets_Sent: 1260, Status: OK
[2025-01-01 06:42:00] Temperature: 36.4°C, Voltage: 3.80V, Current: 0.98A, Signal_Strength: -55dBm, Antenna_Angle: 93.40°, Roll: -1.63°, Pitch: 1.61°, Yaw: 123.12°, Packets_Sent: 1010, Status: OK
[2025-01-01 06:43:00] Temperature: 19.9°C, Voltage: 3.59V, Current: 0.86A, Signal_Strength: -61dBm, Antenna_Angle: 247.97°, Roll: 1.86°, Pitch: -0.25°, Yaw: 328.53°, Packets_Sent: 1229, Status: OK
[2025-01-01 06:44:00] Temperature: 39.7°C, Voltage: 3.67V, Current: 1.38A, Signal_Strength: -69dBm, Antenna_Angle: 260.17°, Roll: -0.71°, Pitch: 1.95°, Yaw: 338.02°, Packets_Sent: 1196, Status: OK
[2025-01-01 06:45:00] Temperature: 37.1°C, Voltage: 3.58V, Current: 0.57A, Signal_Strength: -61dBm, Antenna_Angle: 53.09°, Roll: -1.55°, Pitch: 1.88°, Yaw: 146.30°, Packets_Sent: 1548, Status: OK
[2025-01-01 06:46:00] Temperature: 15.1°C, Voltage: 3.63V, Current: 1.32A, Signal_Strength: -71dBm, Antenna_Angle: 161.75°, Roll: -1.85°, Pitch: 0.98°, Yaw: 67.55°, Packets_Sent: 1099, Status: OK
[2025-01-01 06:47:00] Temperature: 38.2°C, Voltage: 3.69V, Current: 0.64A, Signal_Strength: -69dBm, Antenna_Angle: 68.82°, Roll: -0.52°, Pitch: -0.54°, Yaw: 108.70°, Packets_Sent: 929, Status: OK
[2025-01-01 06:48:00] Temperature: 39.6°C, Voltage: 3.50V, Current: 0.95A, Signal_Strength: -45dBm, Antenna_Angle: 149.06°, Roll: -0.59°, Pitch: 0.17°, Yaw: 188.34°, Packets_Sent: 1620, Status: OK
[2025-01-01 06:49:00] Temperature: 18.4°C, Voltage: 3.52V, Current: 0.87A, Signal_Strength: -70dBm, Antenna_Angle: 214.16°, Roll: -0.47°, Pitch: 1.38°, Yaw: 247.87°, Packets_Sent: 1792, Status: OK
[2025-01-01 06:50:00] Temperature: 23.5°C, Voltage: 3.70V, Current: 1.42A, Signal_Strength: -49dBm, Antenna_Angle: 358.32°, Roll: -1.64°, Pitch: -1.93°, Yaw: 335.69°, Packets_Sent: 1112, Status: OK
[2025-01-01 06:51:00] Temperature: 37.5°C, Voltage: 3.70V, Current: 1.00A, Signal_Strength: -56dBm, Antenna_Angle: 181.21°, Roll: 0.67°, Pitch: 1.41°, Yaw: 76.27°, Packets_Sent: 966, Status: OK
[2025-01-01 06:52:00] Temperature: 31.5°C, Voltage: 3.50V, Current: 1.34A, Signal_Strength: -46dBm, Antenna_Angle: 126.22°, Roll: -0.35°, Pitch: 1.28°, Yaw: 253.37°, Packets_Sent: 1850, Status: OK
[2025-01-01 06:53:00] Temperature: 15.2°C, Voltage: 3.60V, Current: 0.65A, Signal_Strength: -66dBm, Antenna_Angle: 316.65°, Roll: -0.77°, Pitch: 1.61°, Yaw: 327.35°, Packets_Sent: 1441, Status: OK
[2025-01-01 06:54:00] Temperature: 15.1°C, Voltage: 3.81V, Current: 0.44A, Signal_Strength: -74dBm, Antenna_Angle: 284.58°, Roll: 1.28°, Pitch: 0.40°, Yaw: 120.63°, Packets_Sent: 1962, Status: OK
[2025-01-01 06:55:00] Temperature: 44.8°C, Voltage: 3.55V, Current: 1.47A, Signal_Strength: -69dBm, Antenna_Angle: 231.99°, Roll: 1.21°, Pitch: 0.31°, Yaw: 46.39°, Packets_Sent: 1005, Status: OK
[2025-01-01 06:56:00] Temperature: 44.3°C, Voltage: 3.52V, Current: 1.39A, Signal_Strength: -59dBm, Antenna_Angle: 157.46°, Roll: 0.84°, Pitch: -1.49°, Yaw: 42.61°, Packets_Sent: 1103, Status: OK
[2025-01-01 06:57:00] Temperature: 26.8°C, Voltage: 3.75V, Current: 1.41A, Signal_Strength: -50dBm, Antenna_Angle: 57.26°, Roll: -1.18°, Pitch: -1.63°, Yaw: 157.47°, Packets_Sent: 1560, Status: OK
[2025-01-01 06:58:00] Temperature: 32.8°C, Voltage: 3.46V, Current: 1.18A, Signal_Strength: -47dBm, Antenna_Angle: 28.36°, Roll: -1.90°, Pitch: 0.94°, Yaw: 354.02°, Packets_Sent: 1683, Status: OK
[2025-01-01 06:59:00] Temperature: 38.3°C, Voltage: 3.52V, Current: 1.12A, Signal_Strength: -68dBm, Antenna_Angle: 69.78°, Roll: 0.91°, Pitch: 1.23°, Yaw: 136.11°, Packets_Sent: 1402, Status: OK
[2025-01-01 07:00:00] Temperature: 16.6°C, Voltage: 3.48V, Current: 0.56A, Signal_Strength: -74dBm, Antenna_Angle: 354.52°, Roll: -1.56°, Pitch: 1.71°, Yaw: 44.17°, Packets_Sent: 1111, Status: OK
[2025-01-01 07:01:00] Temperature: 22.9°C, Voltage: 3.52V, Current: 0.49A, Signal_Strength: -50dBm, Antenna_Angle: 328.57°, Roll: -0.44°, Pitch: -0.04°, Yaw: 7.90°, Packets_Sent: 1325, Status: OK
[2025-01-01 07:02:00] Temperature: 43.8°C, Voltage: 3.48V, Current: 1.16A, Signal_Strength: -64dBm, Antenna_Angle: 112.89°, Roll: 1.23°, Pitch: -1.28°, Yaw: 3.65°, Packets_Sent: 1823, Status: OK
[2025-01-01 07:03:00] Temperature: 32.0°C, Voltage: 3.69V, Current: 0.43A, Signal_Strength: -46dBm, Antenna_Angle: 357.74°, Roll: 1.98°, Pitch: 0.40°, Yaw: 1.81°, Packets_Sent: 1891, Status: OK
[2025-01-01 07:04:00] Temperature: 22.6°C, Voltage: 2.82V, Current: 1.07A, Signal_Strength: -59dBm, Antenna_Angle: 186.47°, Roll: -1.13°, Pitch: -0.54°, Yaw: 323.48°, Packets_Sent: 1212, Status: Critical
[2025-01-01 07:05:00] Temperature: 36.8°C, Voltage: 3.83V, Current: 0.69A, Signal_Strength: -61dBm, Antenna_Angle: 343.15°, Roll: 0.83°, Pitch: 0.61°, Yaw: 168.13°, Packets_Sent: 1613, Status: OK
[2025-01-01 07:06:00] Temperature: 28.1°C, Voltage: 3.83V, Current: 1.41A, Signal_Strength: -67dBm, Antenna_Angle: 71.23°, Roll: 1.85°, Pitch: -1.59°, Yaw: 285.53°, Packets_Sent: 1475, Status: OK
[2025-01-01 07:07:00] Temperature: 20.0°C, Voltage: 3.53V, Current: 1.19A, Signal_Strength: -62dBm, Antenna_Angle: 160.61°, Roll: 1.26°, Pitch: 0.49°, Yaw: 218.62°, Packets_Sent: 1456, Status: OK
[2025-01-01 07:08:00] Temperature: 32.0°C, Voltage: 3.60V, Current: 1.10A, Signal_Strength: -73dBm, Antenna_Angle: 60.21°, Roll: 1.83°, Pitch: -0.99°, Yaw: 147.53°, Packets_Sent: 969, Status: OK
[2025-01-01 07:09:00] Temperature: 41.3°C, Voltage: 3.83V, Current: 0.98A, Signal_Strength: -63dBm, Antenna_Angle: 41.27°, Roll: -0.28°, Pitch: -1.26°, Yaw: 88.31°, Packets_Sent: 1560, Status: OK
[2025-01-01 07:10:00] Temperature: 26.1°C, Voltage: 3.51V, Current: 0.75A, Signal_Strength: -75dBm, Antenna_Angle: 247.78°, Roll: -1.14°, Pitch: 0.27°, Yaw: 115.76°, Packets_Sent: 1573, Status: OK
[2025-01-01 07:11:00] Temperature: 17.0°C, Voltage: 3.56V, Current: 0.63A, Signal_Strength: -68dBm, Antenna_Angle: 201.94°, Roll: 0.30°, Pitch: 0.59°, Yaw: 245.56°, Packets_Sent: 1053, Status: OK
[2025-01-01 07:12:00] Temperature: 39.4°C, Voltage: 3.53V, Current: 0.45A, Signal_Strength: -60dBm, Antenna_Angle: 16.84°, Roll: -0.32°, Pitch: -1.50°, Yaw: 61.61°, Packets_Sent: 1462, Status: OK
[2025-01-01 07:13:00] Temperature: 26.5°C, Voltage: 3.68V, Current: 0.71A, Signal_Strength: -56dBm, Antenna_Angle: 308.19°, Roll: 1.65°, Pitch: -0.86°, Yaw: 302.98°, Packets_Sent: 909, Status: OK
[2025-01-01 07:14:00] Temperature: 41.9°C, Voltage: 3.82V, Current: 0.44A, Signal_Strength: -56dBm, Antenna_Angle: 25.00°, Roll: 1.32°, Pitch: -0.34°, Yaw: 108.36°, Packets_Sent: 1094, Status: OK
[2025-01-01 07:15:00] Temperature: 25.4°C, Voltage: 3.48V, Current: 1.25A, Signal_Strength: -60dBm, Antenna_Angle: 16.95°, Roll: 0.79°, Pitch: -0.18°, Yaw: 305.51°, Packets_Sent: 1511, Status: OK
[2025-01-01 07:16:00] Temperature: 18.6°C, Voltage: 3.60V, Current: 1.08A, Signal_Strength: -74dBm, Antenna_Angle: 17.22°, Roll: -1.45°, Pitch: 1.97°, Yaw: 310.09°, Packets_Sent: 921, Status: OK
[2025-01-01 07:17:00] Temperature: 21.8°C, Voltage: 3.49V, Current: 1.20A, Signal_Strength: -51dBm, Antenna_Angle: 293.80°, Roll: 1.96°, Pitch: 1.74°, Yaw: 312.48°, Packets_Sent: 2000, Status: OK
[2025-01-01 07:18:00] Temperature: 38.5°C, Voltage: 3.49V, Current: 1.44A, Signal_Strength: -73dBm, Antenna_Angle: 118.56°, Roll: -0.92°, Pitch: -1.32°, Yaw: 49.59°, Packets_Sent: 1677, Status: OK
[2025-01-01 07:19:00] Temperature: 18.8°C, Voltage: 3.79V, Current: 1.23A, Signal_Strength: -48dBm, Antenna_Angle: 347.69°, Roll: 0.55°, Pitch: 0.67°, Yaw: 187.83°, Packets_Sent: 1746, Status: OK
