--- Cartosat-2E Logs ---
[2025-01-01 00:00:00] Temperature: 34.8°C, Voltage: 3.66V, Current: 1.13A, Signal_Strength: -74dBm, Antenna_Angle: 274.67°, Roll: 1.64°, Pitch: 1.02°, Yaw: 121.04°, Packets_Sent: 953, Status: OK
[2025-01-01 05:30:00] Temperature: 31.9°C, Voltage: 3.73V, Current: 1.25A, Signal_Strength: -52dBm, Antenna_Angle: 14.38°, Roll: -0.43°, Pitch: -0.14°, Yaw: 290.44°, Packets_Sent: 1468, Status: OK
[2025-01-01 05:31:00] Temperature: 24.1°C, Voltage: 3.66V, Current: 0.76A, Signal_Strength: -66dBm, Antenna_Angle: 341.45°, Roll: -0.05°, Pitch: 1.03°, Yaw: 302.21°, Packets_Sent: 1947, Status: OK
[2025-01-01 05:32:00] Temperature: 31.8°C, Voltage: 3.72V, Current: 1.06A, Signal_Strength: -51dBm, Antenna_Angle: 49.41°, Roll: -1.64°, Pitch: -0.04°, Yaw: 123.26°, Packets_Sent: 1590, Status: OK
[2025-01-01 05:33:00] Temperature: 33.9°C, Voltage: 3.55V, Current: 0.70A, Signal_Strength: -67dBm, Antenna_Angle: 104.02°, Roll: -1.09°, Pitch: 1.71°, Yaw: 116.70°, Packets_Sent: 1951, Status: OK
[2025-01-01 05:34:00] Temperature: 20.7°C, Voltage: 3.84V, Current: 0.61A, Signal_Strength: -65dBm, Antenna_Angle: 243.39°, Roll: -0.94°, Pitch: -0.30°, Yaw: 237.27°, Packets_Sent: 1470, Status: OK
[2025-01-01 05:35:00] Temperature: 41.7°C, Voltage: 3.51V, Current: 1.25A, Signal_Strength: -66dBm, Antenna_Angle: 247.35°, Roll: 0.85°, Pitch: 0.21°, Yaw: 73.61°, Packets_Sent: 1640, Status: OK
[2025-01-01 05:36:00] Temperature: 30.6°C, Voltage: 3.50V, Current: 1.20A, Signal_Strength: -66dBm, Antenna_Angle: 88.93°, Roll: -1.27°, Pitch: 0.59°, Yaw: 178.90°, Packets_Sent: 1590, Status: OK
[2025-01-01 05:37:00] Temperature: 29.5°C, Voltage: 3.56V, Current: 1.03A, Signal_Strength: -59dBm, Antenna_Angle: 52.68°, Roll: -0.99°, Pitch: 1.87°, Yaw: 292.71°, Packets_Sent: 1047, Status: OK
[2025-01-01 05:38:00] Temperature: 15.1°C, Voltage: 3.53V, Current: 1.43A, Signal_Strength: -47dBm, Antenna_Angle: 163.71°, Roll: 0.04°, Pitch: -0.32°, Yaw: 95.65°, Packets_Sent: 1467, Status: OK
[2025-01-01 05:39:00] Temperature: 77.0°C, Voltage: 3.65V, Current: 0.52A, Signal_Strength: -62dBm, Antenna_Angle: 112.73°, Roll: -1.28°, Pitch: -0.55°, Yaw: 288.46°, Packets_Sent: 1186, Status: Warning
[2025-01-01 05:40:00] Temperature: 31.5°C, Voltage: 3.56V, Current: 1.26A, Signal_Strength: -47dBm, Antenna_Angle: 247.21°, Roll: -1.84°, Pitch: 0.64°, Yaw: 21.56°, Packets_Sent: 1319, Status: OK
[2025-01-01 05:41:00] Temperature: 44.3°C, Voltage: 3.74V, Current: 0.71A, Signal_Strength: -95dBm, Antenna_Angle: 79.36°, Roll: 1.71°, Pitch: -0.59°, Yaw: 85.09°, Packets_Sent: 1446, Status: Warning
[2025-01-01 05:42:00] Temperature: 20.2°C, Voltage: 3.84V, Current: 0.82A, Signal_Strength: -59dBm, Antenna_Angle: 6.28°, Roll: -1.64°, Pitch: 0.96°, Yaw: 352.31°, Packets_Sent: 1228, Status: OK
[2025-01-01 05:43:00] Temperature: 29.6°C, Voltage: 3.49V, Current: 1.33A, Signal_Strength: -99dBm, Antenna_Angle: 165.42°, Roll: 1.57°, Pitch: 1.67°, Yaw: 100.61°, Packets_Sent: 1239, Status: Warning
[2025-01-01 05:44:00] Temperature: 40.8°C, Voltage: 3.79V, Current: 0.89A, Signal_Strength: -68dBm, Antenna_Angle: 305.01°, Roll: 0.85°, Pitch: -0.23°, Yaw: 266.09°, Packets_Sent: 1736, Status: OK
[2025-01-01 05:45:00] Temperature: 91.8°C, Voltage: 2.96V, Current: 1.00A, Signal_Strength: -104dBm, Antenna_Angle: 317.44°, Roll: -0.25°, Pitch: 1.50°, Yaw: 123.22°, Packets_Sent: 1906, Status: Critical
[2025-01-01 05:46:00] Temperature: 36.1°C, Voltage: 3.69V, Current: 1.17A, Signal_Strength: -64dBm, Antenna_Angle: 283.70°, Roll: -1.13°, Pitch: -0.59°, Yaw: 98.69°, Packets_Sent: 1324, Status: OK
[2025-01-01 05:47:00] Temperature: 42.0°C, Voltage: 3.60V, Current: 1.37A, Signal_Strength: -100dBm, Antenna_Angle: 247.13°, Roll: 0.58°, Pitch: -1.74°, Yaw: 256.70°, Packets_Sent: 1399, Status: Critical
[2025-01-01 05:48:00] Temperature: 15.6°C, Voltage: 3.62V, Current: 0.89A, Signal_Strength: -62dBm, Antenna_Angle: 157.45°, Roll: -1.09°, Pitch: -0.53°, Yaw: 358.95°, Packets_Sent: 1613, Status: OK
[2025-01-01 05:49:00] Temperature: 20.1°C, Voltage: 3.79V, Current: 1.11A, Signal_Strength: -57dBm, Antenna_Angle: 291.64°, Roll: 1.92°, Pitch: -0.54°, Yaw: 273.85°, Packets_Sent: 974, Status: OK
[2025-01-01 05:50:00] Temperature: 42.5°C, Voltage: 3.49V, Current: 1.16A, Signal_Strength: -73dBm, Antenna_Angle: 28.53°, Roll: -0.19°, Pitch: -0.83°, Yaw: 309.05°, Packets_Sent: 1422, Status: OK
[2025-01-01 05:51:00] Temperature: 42.5°C, Voltage: 3.54V, Current: 0.74A, Signal_Strength: -59dBm, Antenna_Angle: 83.45°, Roll: 0.48°, Pitch: 0.29°, Yaw: 281.91°, Packets_Sent: 1088, Status: OK
[2025-01-01 05:52:00] Temperature: 41.0°C, Voltage: 3.75V, Current: 0.72A, Signal_Strength: -61dBm, Antenna_Angle: 152.37°, Roll: -1.06°, Pitch: 1.23°, Yaw: 70.34°, Packets_Sent: 1243, Status: OK
[2025-01-01 05:53:00] Temperature: 17.0°C, Voltage: 3.49V, Current: 1.30A, Signal_Strength: -70dBm, Antenna_Angle: 44.69°, Roll: 0.21°, Pitch: -0.52°, Yaw: 64.41°, Packets_Sent: 1847, Status: OK
[2025-01-01 05:54:00] Temperature: 20.6°C, Voltage: 3.76V, Current: 0.76A, Signal_Strength: -70dBm, Antenna_Angle: 98.04°, Roll: 0.00°, Pitch: 1.58°, Yaw: 141.77°, Packets_Sent: 942, Status: OK
[2025-01-01 05:55:00] Temperature: 29.1°C, Voltage: 3.79V, Current: 0.67A, Signal_Strength: -57dBm, Antenna_Angle: 132.19°, Roll: -0.15°, Pitch: -0.18°, Yaw: 255.67°, Packets_Sent: 1471, Status: OK
[2025-01-01 05:56:00] Temperature: 19.9°C, Voltage: 3.69V, Current: 0.45A, Signal_Strength: -46dBm, Antenna_Angle: 48.92°, Roll: -0.16°, Pitch: 1.20°, Yaw: 243.90°, Packets_Sent: 1488, Status: OK
[2025-01-01 05:57:00] Temperature: 31.2°C, Voltage: 3.61V, Current: 0.98A, Signal_Strength: -46dBm, Antenna_Angle: 339.57°, Roll: 1.15°, Pitch: 0.31°, Yaw: 301.54°, Packets_Sent: 1624, Status: OK
[2025-01-01 05:58:00] Temperature: 22.5°C, Voltage: 3.82V, Current: 0.58A, Signal_Strength: -49dBm, Antenna_Angle: 45.45°, Roll: -1.17°, Pitch: 0.40°, Yaw: 132.30°, Packets_Sent: 974, Status: OK
[2025-01-01 05:59:00] Temperature: 33.1°C, Voltage: 3.61V, Current: 0.81A, Signal_Strength: -64dBm, Antenna_Angle: 113.23°, Roll: 1.00°, Pitch: -1.14°, Yaw: 279.02°, Packets_Sent: 1306, Status: OK
[2025-01-01 06:00:00] Temperature: 28.5°C, Voltage: 3.69V, Current: 1.23A, Signal_Strength: -71dBm, Antenna_Angle: 285.75°, Roll: -1.02°, Pitch: -1.93°, Yaw: 81.74°, Packets_Sent: 1711, Status: OK
[2025-01-01 06:01:00] Temperature: 29.6°C, Voltage: 3.64V, Current: 0.91A, Signal_Strength: -49dBm, Antenna_Angle: 166.78°, Roll: 1.84°, Pitch: -1.02°, Yaw: 52.39°, Packets_Sent: 1751, Status: OK
[2025-01-01 06:02:00] Temperature: 18.0°C, Voltage: 3.60V, Current: 0.79A, Signal_Strength: -48dBm, Antenna_Angle: 319.33°, Roll: -1.69°, Pitch: -0.82°, Yaw: 295.59°, Packets_Sent: 1787, Status: OK
[2025-01-01 06:03:00] Temperature: 16.2°C, Voltage: 3.84V, Current: 1.33A, Signal_Strength: -73dBm, Antenna_Angle: 119.32°, Roll: 1.69°, Pitch: -1.34°, Yaw: 357.15°, Packets_Sent: 1535, Status: OK
[2025-01-01 06:04:00] Temperature: 36.3°C, Voltage: 3.56V, Current: 0.43A, Signal_Strength: -68dBm, Antenna_Angle: 187.59°, Roll: -0.21°, Pitch: -0.66°, Yaw: 220.65°, Packets_Sent: 949, Status: OK
[2025-01-01 06:05:00] Temperature: 24.8°C, Voltage: 3.60V, Current: 1.28A, Signal_Strength: -57dBm, Antenna_Angle: 318.06°, Roll: -0.27°, Pitch: 0.06°, Yaw: 239.87°, Packets_Sent: 1898, Status: OK
[2025-01-01 06:06:00] Temperature: 37.5°C, Voltage: 3.65V, Current: 1.50A, Signal_Strength: -70dBm, Antenna_Angle: 296.89°, Roll: 0.64°, Pitch: -0.24°, Yaw: 260.11°, Packets_Sent: 1576, Status: OK
[2025-01-01 06:07:00] Temperature: 19.3°C, Voltage: 3.82V, Current: 0.50A, Signal_Strength: -63dBm, Antenna_Angle: 141.98°, Roll: -1.82°, Pitch: -1.95°, Yaw: 47.86°, Packets_Sent: 985, Status: OK
[2025-01-01 06:08:00] Temperature: 20.8°C, Voltage: 3.77V, Current: 1.37A, Signal_Strength: -62dBm, Antenna_Angle: 204.54°, Roll: -2.00°, Pitch: -1.74°, Yaw: 309.17°, Packets_Sent: 1331, Status: OK
[2025-01-01 06:09:00] Temperature: 29.5°C, Voltage: 3.48V, Current: 0.92A, Signal_Strength: -46dBm, Antenna_Angle: 332.93°, Roll: -1.54°, Pitch: 0.68°, Yaw: 292.20°, Packets_Sent: 1910, Status: OK
[2025-01-01 06:10:00] Temperature: 36.8°C, Voltage: 3.60V, Current: 0.92A, Signal_Strength: -46dBm, Antenna_Angle: 207.73°, Roll: 0.53°, Pitch: -0.69°, Yaw: 56.01°, Packets_Sent: 1577, Status: OK
[2025-01-01 06:11:00] Temperature: 36.5°C, Voltage: 3.66V, Current: 0.71A, Signal_Strength: -57dBm, Antenna_Angle: 322.76°, Roll: 1.26°, Pitch: -0.26°, Yaw: 97.99°, Packets_Sent: 1363, Status: OK
[2025-01-01 06:12:00] Temperature: 24.0°C, Voltage: 3.84V, Current: 1.49A, Signal_Strength: -73dBm, Antenna_Angle: 213.00°, Roll: -1.57°, Pitch: -1.41°, Yaw: 80.50°, Packets_Sent: 1427, Status: OK
[2025-01-01 06:13:00] Temperature: 41.4°C, Voltage: 3.55V, Current: 1.40A, Signal_Strength: -47dBm, Antenna_Angle: 251.05°, Roll: -0.55°, Pitch: 0.97°, Yaw: 150.94°, Packets_Sent: 1935, Status: OK
[2025-01-01 06:14:00] Temperature: 17.4°C, Voltage: 3.51V, Current: 0.93A, Signal_Strength: -47dBm, Antenna_Angle: 23.87°, Roll: 1.70°, Pitch: -1.77°, Yaw: 146.13°, Packets_Sent: 1542, Status: OK
[2025-01-01 06:15:00] Temperature: 27.4°C, Voltage: 3.84V, Current: 0.77A, Signal_Strength: -64dBm, Antenna_Angle: 110.88°, Roll: 1.52°, Pitch: -0.03°, Yaw: 344.97°, Packets_Sent: 1896, Status: OK
[2025-01-01 06:16:00] Temperature: 27.2°C, Voltage: 3.79V, Current: 0.72A, Signal_Strength: -57dBm, Antenna_Angle: 59.36°, Roll: 0.39°, Pitch: 0.37°, Yaw: 307.14°, Packets_Sent: 1226, Status: OK
[2025-01-01 06:17:00] Temperature: 17.5°C, Voltage: 3.74V, Current: 0.57A, Signal_Strength: -62dBm, Antenna_Angle: 322.76°, Roll: 1.97°, Pitch: -1.99°, Yaw: 63.92°, Packets_Sent: 1211, Status: OK
[2025-01-01 06:18:00] Temperature: 89.8°C, Voltage: 3.60V, Current: 1.15A, Signal_Strength: -50dBm, Antenna_Angle: 128.61°, Roll: -1.84°, Pitch: 1.57°, Yaw: 118.85°, Packets_Sent: 1079, Status: Critical
[2025-01-01 06:19:00] Temperature: 33.4°C, Voltage: 3.78V, Current: 0.61A, Signal_Strength: -70dBm, Antenna_Angle: 140.71°, Roll: -1.57°, Pitch: 0.37°, Yaw: 221.55°, Packets_Sent: 1904, Status: OK
[2025-01-01 06:20:00] Temperature: 40.0°C, Voltage: 3.56V, Current: 0.47A, Signal_Strength: -96dBm, Antenna_Angle: 93.59°, Roll: -1.62°, Pitch: 0.43°, Yaw: 248.04°, Packets_Sent: 1954, Status: Warning
[2025-01-01 06:21:00] Temperature: 35.8°C, Voltage: 3.77V, Current: 0.79A, Signal_Strength: -60dBm, Antenna_Angle: 105.71°, Roll: -0.33°, Pitch: 1.72°, Yaw: 285.92°, Packets_Sent: 1721, Status: OK
[2025-01-01 06:22:00] Temperature: 35.0°C, Voltage: 3.53V, Current: 0.91A, Signal_Strength: -54dBm, Antenna_Angle: 13.25°, Roll: 0.35°, Pitch: -1.53°, Yaw: 38.76°, Packets_Sent: 1020, Status: OK
[2025-01-01 06:23:00] Temperature: 19.5°C, Voltage: 3.48V, Current: 1.25A, Signal_Strength: -54dBm, Antenna_Angle: 208.53°, Roll: -0.26°, Pitch: -1.51°, Yaw: 231.95°, Packets_Sent: 1886, Status: OK
[2025-01-01 06:24:00] Temperature: 31.6°C, Voltage: 3.69V, Current: 1.43A, Signal_Strength: -100dBm, Antenna_Angle: 170.36°, Roll: -0.54°, Pitch: -0.44°, Yaw: 124.23°, Packets_Sent: 969, Status: Warning
[2025-01-01 06:25:00] Temperature: 39.4°C, Voltage: 3.64V, Current: 1.46A, Signal_Strength: -51dBm, Antenna_Angle: 310.52°, Roll: -1.47°, Pitch: -0.69°, Yaw: 348.00°, Packets_Sent: 1820, Status: OK
[2025-01-01 06:26:00] Temperature: 24.4°C, Voltage: 3.82V, Current: 1.02A, Signal_Strength: -54dBm, Antenna_Angle: 2.68°, Roll: 1.82°, Pitch: -0.34°, Yaw: 175.28°, Packets_Sent: 1236, Status: OK
[2025-01-01 06:27:00] Temperature: 19.4°C, Voltage: 3.80V, Current: 0.66A, Signal_Strength: -57dBm, Antenna_Angle: 344.53°, Roll: 0.88°, Pitch: -0.33°, Yaw: 277.50°, Packets_Sent: 1314, Status: OK
[2025-01-01 06:28:00] Temperature: 36.3°C, Voltage: 3.77V, Current: 0.81A, Signal_Strength: -75dBm, Antenna_Angle: 173.80°, Roll: -1.19°, Pitch: -1.41°, Yaw: 244.92°, Packets_Sent: 1926, Status: OK
[2025-01-01 06:29:00] Temperature: 37.3°C, Voltage: 3.56V, Current: 0.83A, Signal_Strength: -59dBm, Antenna_Angle: 212.57°, Roll: -0.26°, Pitch: 1.80°, Yaw: 288.09°, Packets_Sent: 1302, Status: OK
[2025-01-01 06:30:00] Temperature: 93.6°C, Voltage: 3.15V, Current: 0.99A, Signal_Strength: -101dBm, Antenna_Angle: 16.02°, Roll: -1.93°, Pitch: 0.36°, Yaw: 347.42°, Packets_Sent: 1581, Status: Critical
[2025-01-01 06:31:00] Temperature: 21.9°C, Voltage: 3.58V, Current: 1.05A, Signal_Strength: -62dBm, Antenna_Angle: 108.10°, Roll: 1.27°, Pitch: 0.67°, Yaw: 208.64°, Packets_Sent: 979, Status: OK
[2025-01-01 06:32:00] Temperature: 15.1°C, Voltage: 3.54V, Current: 0.64A, Signal_Strength: -50dBm, Antenna_Angle: 86.03°, Roll: -0.28°, Pitch: 1.83°, Yaw: 288.85°, Packets_Sent: 904, Status: OK
[2025-01-01 06:33:00] Temperature: 39.4°C, Voltage: 3.67V, Current: 0.86A, Signal_Strength: -60dBm, Antenna_Angle: 342.93°, Roll: 1.08°, Pitch: 0.65°, Yaw: 178.78°, Packets_Sent: 1527, Status: OK
[2025-01-01 06:34:00] Temperature: 31.0°C, Voltage: 3.67V, Current: 1.26A, Signal_Strength: -49dBm, Antenna_Angle: 333.22°, Roll: 0.24°, Pitch: -0.69°, Yaw: 196.22°, Packets_Sent: 1696, Status: OK
[2025-01-01 06:35:00] Temperature: 35.6°C, Voltage: 3.48V, Current: 1.11A, Signal_Strength: -47dBm, Antenna_Angle: 7.45°, Roll: 1.72°, Pitch: 0.92°, Yaw: 60.85°, Packets_Sent: 1165, Status: OK
[2025-01-01 06:36:00] Temperature: 22.7°C, Voltage: 3.18V, Current: 0.87A, Signal_Strength: -53dBm, Antenna_Angle: 130.11°, Roll: -0.76°, Pitch: 0.17°, Yaw: 197.52°, Packets_Sent: 1491, Status: Warning
[2025-01-01 06:37:00] Temperature: 40.6°C, Voltage: 3.45V, Current: 0.66A, Signal_Strength: -52dBm, Antenna_Angle: 285.99°, Roll: 1.86°, Pitch: -1.55°, Yaw: 162.46°, Packets_Sent: 1453, Status: OK
[2025-01-01 06:38:00] Temperature: 38.0°C, Voltage: 3.76V, Current: 0.91A, Signal_Strength: -71dBm, Antenna_Angle: 240.47°, Roll: 1.14°, Pitch: -0.57°, Yaw: 33.13°, Packets_Sent: 1469, Status: OK
[2025-01-01 06:39:00] Temperature: 39.2°C, Voltage: 3.67V, Current: 0.68A, Signal_Strength: -74dBm, Antenna_Angle: 328.99°, Roll: 1.97°, Pitch: -1.35°, Yaw: 123.15°, Packets_Sent: 1076, Status: OK
[2025-01-01 06:40:00] Temperature: 35.7°C, Voltage: 3.53V, Current: 1.49A, Signal_Strength: -52dBm, Antenna_Angle: 126.49°, Roll: 1.41°, Pitch: 1.17°, Yaw: 155.66°, Packets_Sent: 1596, Status: OK
[2025-01-01 06:41:00] Temperature: 38.3°C, Voltage: 3.61V, Current: 0.58A, Signal_Strength: -56dBm, Antenna_Angle: 174.03°, Roll: 1.90°, Pitch: 0.98°, Yaw: 300.42°, Packets_Sent: 1037, Status: OK
[2025-01-01 06:42:00] Temperature: 38.4°C, Voltage: 3.67V, Current: 0.90A, Signal_Strength: -97dBm, Antenna_Angle: 132.79°, Roll: -1.85°, Pitch: -1.25°, Yaw: 205.53°, Packets_Sent: 985, Status: Warning
[2025-01-01 06:43:00] Temperature: 27.5°C, Voltage: 3.79V, Current: 1.47A, Signal_Strength: -49dBm, Antenna_Angle: 30.68°, Roll: 0.38°, Pitch: 0.25°, Yaw: 41.94°, Packets_Sent: 1096, Status: OK
[2025-01-01 06:44:00] Temperature: 29.8°C, Voltage: 3.85V, Current: 1.20A, Signal_Strength: -65dBm, Antenna_Angle: 224.97°, Roll: 1.14°, Pitch: 0.55°, Yaw: 88.57°, Packets_Sent: 966, Status: OK
[2025-01-01 06:45:00] Temperature: 27.8°C, Voltage: 3.47V, Current: 0.52A, Signal_Strength: -47dBm, Antenna_Angle: 239.33°, Roll: 0.78°, Pitch: 1.26°, Yaw: 359.73°, Packets_Sent: 1180, Status: OK
[2025-01-01 06:46:00] Temperature: 40.5°C, Voltage: 3.84V, Current: 1.47A, Signal_Strength: -64dBm, Antenna_Angle: 179.38°, Roll: -0.37°, Pitch: -1.90°, Yaw: 102.65°, Packets_Sent: 1514, Status: OK
[2025-01-01 06:47:00] Temperature: 17.8°C, Voltage: 3.50V, Current: 0.98A, Signal_Strength: -57dBm, Antenna_Angle: 36.04°, Roll: -1.62°, Pitch: -0.94°, Yaw: 120.16°, Packets_Sent: 1132, Status: OK
[2025-01-01 06:48:00] Temperature: 20.5°C, Voltage: 3.53V, Current: 1.28A, Signal_Strength: -68dBm, Antenna_Angle: 99.54°, Roll: 1.25°, Pitch: 0.20°, Yaw: 207.84°, Packets_Sent: 1063, Status: OK
[2025-01-01 06:49:00] Temperature: 23.9°C, Voltage: 3.67V, Current: 0.73A, Signal_Strength: -48dBm, Antenna_Angle: 270.82°, Roll: -0.75°, Pitch: 1.51°, Yaw: 33.47°, Packets_Sent: 983, Status: OK
[2025-01-01 06:50:00] Temperature: 37.2°C, Voltage: 3.50V, Current: 0.50A, Signal_Strength: -47dBm, Antenna_Angle: 1.44°, Roll: -1.83°, Pitch: 1.24°, Yaw: 146.15°, Packets_Sent: 1876, Status: OK
[2025-01-01 06:51:00] Temperature: 19.8°C, Voltage: 3.83V, Current: 1.38A, Signal_Strength: -68dBm, Antenna_Angle: 120.26°, Roll: 0.59°, Pitch: 0.28°, Yaw: 312.00°, Packets_Sent: 1279, Status: OK
[2025-01-01 06:52:00] Temperature: 15.5°C, Voltage: 3.54V, Current: 1.18A, Signal_Strength: -70dBm, Antenna_Angle: 344.62°, Roll: -1.05°, Pitch: -0.37°, Yaw: 245.30°, Packets_Sent: 1943, Status: OK
[2025-01-01 06:53:00] Temperature: 32.3°C, Voltage: 3.74V, Current: 1.33A, Signal_Strength: -60dBm, Antenna_Angle: 85.65°, Roll: -1.16°, Pitch: 0.67°, Yaw: 69.29°, Packets_Sent: 1780, Status: OK
[2025-01-01 06:54:00] Temperature: 25.3°C, Voltage: 3.61V, Current: 1.05A, Signal_Strength: -48dBm, Antenna_Angle: 103.56°, Roll: 0.47°, Pitch: 1.56°, Yaw: 254.48°, Packets_Sent: 1410, Status: OK
[2025-01-01 06:55:00] Temperature: 33.2°C, Voltage: 3.45V, Current: 0.53A, Signal_Strength: -57dBm, Antenna_Angle: 268.84°, Roll: 0.31°, Pitch: 1.26°, Yaw: 208.87°, Packets_Sent: 1162, Status: OK
[2025-01-01 06:56:00] Temperature: 22.5°C, Voltage: 3.73V, Current: 0.65A, Signal_Strength: -68dBm, Antenna_Angle: 16.76°, Roll: 0.74°, Pitch: -1.47°, Yaw: 78.53°, Packets_Sent: 1047, Status: OK
[2025-01-01 06:57:00] Temperature: 32.2°C, Voltage: 3.71V, Current: 1.19A, Signal_Strength: -50dBm, Antenna_Angle: 4.95°, Roll: -0.63°, Pitch: -0.21°, Yaw: 52.91°, Packets_Sent: 1119, Status: OK
[2025-01-01 06:58:00] Temperature: 18.7°C, Voltage: 3.60V, Current: 1.47A, Signal_Strength: -64dBm, Antenna_Angle: 186.79°, Roll: -0.23°, Pitch: -1.19°, Yaw: 228.61°, Packets_Sent: 1463, Status: OK
[2025-01-01 06:59:00] Temperature: 25.6°C, Voltage: 3.80V, Current: 1.34A, Signal_Strength: -55dBm, Antenna_Angle: 176.36°, Roll: -0.25°, Pitch: -0.99°, Yaw: 155.98°, Packets_Sent: 1460, Status: OK
[2025-01-01 07:00:00] Temperature: 38.4°C, Voltage: 3.78V, Current: 1.22A, Signal_Strength: -59dBm, Antenna_Angle: 73.38°, Roll: 1.53°, Pitch: -1.44°, Yaw: 100.56°, Packets_Sent: 1126, Status: OK
[2025-01-01 07:01:00] Temperature: 15.4°C, Voltage: 3.76V, Current: 0.98A, Signal_Strength: -57dBm, Antenna_Angle: 125.22°, Roll: -0.20°, Pitch: 0.75°, Yaw: 99.22°, Packets_Sent: 1359, Status: OK
[2025-01-01 07:02:00] Temperature: 26.7°C, Voltage: 3.51V, Current: 0.64A, Signal_Strength: -48dBm, Antenna_Angle: 6.17°, Roll: 0.58°, Pitch: -0.46°, Yaw: 355.13°, Packets_Sent: 1380, Status: OK
[2025-01-01 07:03:00] Temperature: 34.3°C, Voltage: 3.51V, Current: 0.69A, Signal_Strength: -64dBm, Antenna_Angle: 91.73°, Roll: -0.91°, Pitch: 0.63°, Yaw: 287.80°, Packets_Sent: 1102, Status: OK
[2025-01-01 07:04:00] Temperature: 15.6°C, Voltage: 3.68V, Current: 1.37A, Signal_Strength: -68dBm, Antenna_Angle: 101.81°, Roll: 1.03°, Pitch: 0.67°, Yaw: 200.14°, Packets_Sent: 1400, Status: OK
[2025-01-01 07:05:00] Temperature: 39.0°C, Voltage: 3.66V, Current: 0.60A, Signal_Strength: -60dBm, Antenna_Angle: 190.19°, Roll: 1.83°, Pitch: -0.69°, Yaw: 248.26°, Packets_Sent: 1205, Status: OK
[2025-01-01 07:06:00] Temperature: 32.0°C, Voltage: 3.45V, Current: 0.61A, Signal_Strength: -72dBm, Antenna_Angle: 110.28°, Roll: -1.00°, Pitch: 1.22°, Yaw: 211.02°, Packets_Sent: 1770, Status: OK
[2025-01-01 07:07:00] Temperature: 35.1°C, Voltage: 3.83V, Current: 1.02A, Signal_Strength: -64dBm, Antenna_Angle: 136.77°, Roll: 1.56°, Pitch: -0.70°, Yaw: 308.80°, Packets_Sent: 1301, Status: OK
[2025-01-01 07:08:00] Temperature: 37.8°C, Voltage: 3.66V, Current: 0.94A, Signal_Strength: -62dBm, Antenna_Angle: 202.47°, Roll: -1.59°, Pitch: 1.58°, Yaw: 83.27°, Packets_Sent: 1056, Status: OK
[2025-01-01 07:09:00] Temperature: 21.1°C, Voltage: 3.61V, Current: 1.50A, Signal_Strength: -73dBm, Antenna_Angle: 245.14°, Roll: 0.87°, Pitch: -1.12°, Yaw: 77.23°, Packets_Sent: 1803, Status: OK
[2025-01-01 07:10:00] Temperature: 16.1°C, Voltage: 3.45V, Current: 1.05A, Signal_Strength: -71dBm, Antenna_Angle: 100.95°, Roll: 1.57°, Pitch: -1.63°, Yaw: 332.47°, Packets_Sent: 1821, Status: OK
[2025-01-01 07:11:00] Temperature: 17.8°C, Voltage: 3.55V, Current: 1.06A, Signal_Strength: -53dBm, Antenna_Angle: 337.77°, Roll: -1.82°, Pitch: 0.76°, Yaw: 194.78°, Packets_Sent: 1393, Status: OK
[2025-01-01 07:12:00] Temperature: 35.9°C, Voltage: 3.45V, Current: 1.33A, Signal_Strength: -50dBm, Antenna_Angle: 77.89°, Roll: 1.55°, Pitch: -1.60°, Yaw: 181.33°, Packets_Sent: 1743, Status: OK
[2025-01-01 07:13:00] Temperature: 32.3°C, Voltage: 3.45V, Current: 1.17A, Signal_Strength: -102dBm, Antenna_Angle: 271.19°, Roll: -1.89°, Pitch: -1.61°, Yaw: 225.79°, Packets_Sent: 1236, Status: Critical
[2025-01-01 07:14:00] Temperature: 39.7°C, Voltage: 3.54V, Current: 0.45A, Signal_Strength: -70dBm, Antenna_Angle: 297.81°, Roll: -1.47°, Pitch: -0.16°, Yaw: 238.19°, Packets_Sent: 1304, Status: OK
[2025-01-01 07:15:00] Temperature: 19.0°C, Voltage: 3.50V, Current: 1.40A, Signal_Strength: -69dBm, Antenna_Angle: 225.76°, Roll: 1.34°, Pitch: -0.27°, Yaw: 247.64°, Packets_Sent: 1513, Status: OK
[2025-01-01 07:16:00] Temperature: 19.8°C, Voltage: 3.60V, Current: 0.59A, Signal_Strength: -74dBm, Antenna_Angle: 63.03°, Roll: -1.57°, Pitch: 1.06°, Yaw: 76.24°, Packets_Sent: 1760, Status: OK
[2025-01-01 07:17:00] Temperature: 18.3°C, Voltage: 3.54V, Current: 1.29A, Signal_Strength: -67dBm, Antenna_Angle: 187.29°, Roll: 1.80°, Pitch: 1.73°, Yaw: 323.62°, Packets_Sent: 1987, Status: OK
[2025-01-01 07:18:00] Temperature: 44.5°C, Voltage: 3.80V, Current: 0.57A, Signal_Strength: -45dBm, Antenna_Angle: 191.82°, Roll: 1.81°, Pitch: -0.30°, Yaw: 219.94°, Packets_Sent: 1341, Status: OK
[2025-01-01 07:19:00] Temperature: 23.4°C, Voltage: 3.55V, Current: 0.64A, Signal_Strength: -53dBm, Antenna_Angle: 277.84°, Roll: -1.21°, Pitch: -0.82°, Yaw: 278.11°, Packets_Sent: 941, Status: OK
