--- Cartosat-2F Logs ---
[2025-01-01 00:00:00] Temperature: 23.5°C, Voltage: 3.47V, Current: 0.90A, Signal_Strength: -55dBm, Antenna_Angle: 299.51°, Roll: -0.12°, Pitch: -1.57°, Yaw: 51.04°, Packets_Sent: 1715, Status: OK
[2025-01-01 05:30:00] Temperature: 33.2°C, Voltage: 3.63V, Current: 1.09A, Signal_Strength: -71dBm, Antenna_Angle: 222.24°, Roll: 0.36°, Pitch: 1.99°, Yaw: 22.65°, Packets_Sent: 1766, Status: OK
[2025-01-01 05:31:00] Temperature: 33.6°C, Voltage: 3.64V, Current: 1.02A, Signal_Strength: -58dBm, Antenna_Angle: 214.30°, Roll: 0.74°, Pitch: -0.01°, Yaw: 201.29°, Packets_Sent: 1528, Status: OK
[2025-01-01 05:32:00] Temperature: 40.5°C, Voltage: 3.56V, Current: 0.70A, Signal_Strength: -46dBm, Antenna_Angle: 69.67°, Roll: 1.39°, Pitch: -1.55°, Yaw: 166.33°, Packets_Sent: 1932, Status: OK
[2025-01-01 05:33:00] Temperature: 28.8°C, Voltage: 3.83V, Current: 0.78A, Signal_Strength: -63dBm, Antenna_Angle: 209.34°, Roll: -1.57°, Pitch: -0.48°, Yaw: 279.50°, Packets_Sent: 1992, Status: OK
[2025-01-01 05:34:00] Temperature: 23.0°C, Voltage: 3.58V, Current: 1.27A, Signal_Strength: -70dBm, Antenna_Angle: 230.40°, Roll: 1.50°, Pitch: -0.69°, Yaw: 61.52°, Packets_Sent: 1707, Status: OK
[2025-01-01 05:35:00] Temperature: 44.6°C, Voltage: 3.52V, Current: 0.55A, Signal_Strength: -61dBm, Antenna_Angle: 142.81°, Roll: 0.21°, Pitch: 1.61°, Yaw: 6.51°, Packets_Sent: 1493, Status: OK
[2025-01-01 05:36:00] Temperature: 23.1°C, Voltage: 3.78V, Current: 0.79A, Signal_Strength: -72dBm, Antenna_Angle: 79.72°, Roll: 1.50°, Pitch: 1.22°, Yaw: 118.75°, Packets_Sent: 1289, Status: OK
[2025-01-01 05:37:00] Temperature: 90.8°C, Voltage: 3.15V, Current: 1.08A, Signal_Strength: -109dBm, Antenna_Angle: 94.29°, Roll: 0.21°, Pitch: -0.34°, Yaw: 311.57°, Packets_Sent: 1117, Status: Critical
[2025-01-01 05:38:00] Temperature: 21.4°C, Voltage: 3.72V, Current: 1.19A, Signal_Strength: -52dBm, Antenna_Angle: 145.18°, Roll: 0.58°, Pitch: -1.93°, Yaw: 348.56°, Packets_Sent: 1628, Status: OK
[2025-01-01 05:39:00] Temperature: 23.8°C, Voltage: 3.67V, Current: 1.24A, Signal_Strength: -69dBm, Antenna_Angle: 157.77°, Roll: -0.27°, Pitch: 0.28°, Yaw: 180.95°, Packets_Sent: 1502, Status: OK
[2025-01-01 05:40:00] Temperature: 36.6°C, Voltage: 3.46V, Current: 0.53A, Signal_Strength: -61dBm, Antenna_Angle: 149.20°, Roll: -1.88°, Pitch: 0.52°, Yaw: 73.45°, Packets_Sent: 971, Status: OK
[2025-01-01 05:41:00] Temperature: 35.6°C, Voltage: 3.47V, Current: 0.70A, Signal_Strength: -66dBm, Antenna_Angle: 341.88°, Roll: -1.47°, Pitch: 0.38°, Yaw: 15.58°, Packets_Sent: 1416, Status: OK
[2025-01-01 05:42:00] Temperature: 35.0°C, Voltage: 3.83V, Current: 1.01A, Signal_Strength: -47dBm, Antenna_Angle: 294.65°, Roll: -1.34°, Pitch: 1.76°, Yaw: 136.01°, Packets_Sent: 1666, Status: OK
[2025-01-01 05:43:00] Temperature: 18.8°C, Voltage: 3.58V, Current: 0.78A, Signal_Strength: -57dBm, Antenna_Angle: 314.00°, Roll: -0.74°, Pitch: -0.30°, Yaw: 64.17°, Packets_Sent: 1180, Status: OK
[2025-01-01 05:44:00] Temperature: 20.4°C, Voltage: 3.69V, Current: 0.76A, Signal_Strength: -69dBm, Antenna_Angle: 228.67°, Roll: -0.24°, Pitch: -1.88°, Yaw: 179.60°, Packets_Sent: 1503, Status: OK
[2025-01-01 05:45:00] Temperature: 26.7°C, Voltage: 3.67V, Current: 1.15A, Signal_Strength: -65dBm, Antenna_Angle: 215.02°, Roll: -0.69°, Pitch: -1.61°, Yaw: 296.66°, Packets_Sent: 1795, Status: OK
[2025-01-01 05:46:00] Temperature: 21.8°C, Voltage: 3.45V, Current: 1.31A, Signal_Strength: -46dBm, Antenna_Angle: 103.49°, Roll: -1.13°, Pitch: -1.34°, Yaw: 298.40°, Packets_Sent: 1612, Status: OK
[2025-01-01 05:47:00] Temperature: 16.7°C, Voltage: 3.75V, Current: 0.83A, Signal_Strength: -55dBm, Antenna_Angle: 340.73°, Roll: 1.72°, Pitch: 1.12°, Yaw: 85.26°, Packets_Sent: 1039, Status: OK
[2025-01-01 05:48:00] Temperature: 19.3°C, Voltage: 3.84V, Current: 0.94A, Signal_Strength: -62dBm, Antenna_Angle: 97.45°, Roll: 0.47°, Pitch: 0.22°, Yaw: 256.44°, Packets_Sent: 1404, Status: OK
[2025-01-01 05:49:00] Temperature: 24.7°C, Voltage: 3.52V, Current: 1.14A, Signal_Strength: -70dBm, Antenna_Angle: 303.00°, Roll: 0.85°, Pitch: -0.75°, Yaw: 146.18°, Packets_Sent: 1186, Status: OK
[2025-01-01 05:50:00] Temperature: 24.8°C, Voltage: 3.60V, Current: 0.49A, Signal_Strength: -73dBm, Antenna_Angle: 120.95°, Roll: 0.12°, Pitch: 0.55°, Yaw: 130.77°, Packets_Sent: 1006, Status: OK
[2025-01-01 05:51:00] Temperature: 22.7°C, Voltage: 3.63V, Current: 0.70A, Signal_Strength: -68dBm, Antenna_Angle: 131.80°, Roll: -0.57°, Pitch: -1.44°, Yaw: 157.81°, Packets_Sent: 1339, Status: OK
[2025-01-01 05:52:00] Temperature: 37.3°C, Voltage: 3.74V, Current: 0.52A, Signal_Strength: -51dBm, Antenna_Angle: 166.04°, Roll: 0.32°, Pitch: 0.81°, Yaw: 352.78°, Packets_Sent: 1629, Status: OK
[2025-01-01 05:53:00] Temperature: 22.8°C, Voltage: 3.79V, Current: 1.06A, Signal_Strength: -74dBm, Antenna_Angle: 83.29°, Roll: 0.14°, Pitch: -1.11°, Yaw: 44.93°, Packets_Sent: 1945, Status: OK
[2025-01-01 05:54:00] Temperature: 17.5°C, Voltage: 3.77V, Current: 1.16A, Signal_Strength: -68dBm, Antenna_Angle: 231.95°, Roll: -0.29°, Pitch: -1.85°, Yaw: 170.79°, Packets_Sent: 1273, Status: OK
[2025-01-01 05:55:00] Temperature: 20.3°C, Voltage: 3.82V, Current: 0.48A, Signal_Strength: -51dBm, Antenna_Angle: 172.77°, Roll: -1.21°, Pitch: -0.86°, Yaw: 199.74°, Packets_Sent: 1873, Status: OK
[2025-01-01 05:56:00] Temperature: 35.5°C, Voltage: 3.58V, Current: 0.53A, Signal_Strength: -54dBm, Antenna_Angle: 147.09°, Roll: 1.71°, Pitch: 0.92°, Yaw: 173.74°, Packets_Sent: 1335, Status: OK
[2025-01-01 05:57:00] Temperature: 30.4°C, Voltage: 3.49V, Current: 1.02A, Signal_Strength: -72dBm, Antenna_Angle: 152.94°, Roll: -1.25°, Pitch: -0.88°, Yaw: 137.34°, Packets_Sent: 1879, Status: OK
[2025-01-01 05:58:00] Temperature: 29.4°C, Voltage: 3.75V, Current: 1.43A, Signal_Strength: -57dBm, Antenna_Angle: 143.09°, Roll: 1.95°, Pitch: -1.10°, Yaw: 292.90°, Packets_Sent: 1033, Status: OK
[2025-01-01 05:59:00] Temperature: 74.0°C, Voltage: 3.55V, Current: 0.81A, Signal_Strength: -51dBm, Antenna_Angle: 94.31°, Roll: -1.79°, Pitch: 0.35°, Yaw: 210.90°, Packets_Sent: 1599, Status: Warning
[2025-01-01 06:00:00] Temperature: 31.0°C, Voltage: 3.67V, Current: 0.93A, Signal_Strength: -58dBm, Antenna_Angle: 191.26°, Roll: 1.33°, Pitch: 0.74°, Yaw: 122.53°, Packets_Sent: 1379, Status: OK
[2025-01-01 06:01:00] Temperature: 17.5°C, Voltage: 3.69V, Current: 1.13A, Signal_Strength: -66dBm, Antenna_Angle: 103.49°, Roll: -0.44°, Pitch: 0.94°, Yaw: 185.25°, Packets_Sent: 1503, Status: OK
[2025-01-01 06:02:00] Temperature: 33.6°C, Voltage: 3.83V, Current: 1.32A, Signal_Strength: -57dBm, Antenna_Angle: 164.81°, Roll: -0.25°, Pitch: 0.24°, Yaw: 315.65°, Packets_Sent: 1659, Status: OK
[2025-01-01 06:03:00] Temperature: 41.7°C, Voltage: 3.58V, Current: 1.18A, Signal_Strength: -65dBm, Antenna_Angle: 187.16°, Roll: 0.97°, Pitch: 1.37°, Yaw: 18.48°, Packets_Sent: 1961, Status: OK
[2025-01-01 06:04:00] Temperature: 28.2°C, Voltage: 3.68V, Current: 1.20A, Signal_Strength: -57dBm, Antenna_Angle: 322.98°, Roll: 1.28°, Pitch: -0.80°, Yaw: 194.56°, Packets_Sent: 1051, Status: OK
[2025-01-01 06:05:00] Temperature: 42.2°C, Voltage: 3.63V, Current: 0.49A, Signal_Strength: -75dBm, Antenna_Angle: 118.14°, Roll: -0.80°, Pitch: 1.86°, Yaw: 333.15°, Packets_Sent: 1983, Status: OK
[2025-01-01 06:06:00] Temperature: 38.7°C, Voltage: 3.77V, Current: 0.63A, Signal_Strength: -60dBm, Antenna_Angle: 314.58°, Roll: 1.98°, Pitch: 1.93°, Yaw: 37.73°, Packets_Sent: 1971, Status: OK
[2025-01-01 06:07:00] Temperature: 21.5°C, Voltage: 3.46V, Current: 0.98A, Signal_Strength: -65dBm, Antenna_Angle: 156.39°, Roll: -1.54°, Pitch: -1.67°, Yaw: 88.47°, Packets_Sent: 1998, Status: OK
[2025-01-01 06:08:00] Temperature: 29.8°C, Voltage: 3.67V, Current: 0.70A, Signal_Strength: -48dBm, Antenna_Angle: 207.51°, Roll: 0.95°, Pitch: 0.47°, Yaw: 330.08°, Packets_Sent: 946, Status: OK
[2025-01-01 06:09:00] Temperature: 36.6°C, Voltage: 3.70V, Current: 0.58A, Signal_Strength: -72dBm, Antenna_Angle: 168.48°, Roll: -0.52°, Pitch: -1.41°, Yaw: 310.11°, Packets_Sent: 996, Status: OK
[2025-01-01 06:10:00] Temperature: 32.6°C, Voltage: 3.54V, Current: 1.27A, Signal_Strength: -72dBm, Antenna_Angle: 298.45°, Roll: 0.98°, Pitch: 0.15°, Yaw: 7.44°, Packets_Sent: 1541, Status: OK
[2025-01-01 06:11:00] Temperature: 43.8°C, Voltage: 3.45V, Current: 1.32A, Signal_Strength: -65dBm, Antenna_Angle: 45.55°, Roll: -1.92°, Pitch: 0.98°, Yaw: 43.87°, Packets_Sent: 1708, Status: OK
[2025-01-01 06:12:00] Temperature: 32.5°C, Voltage: 3.45V, Current: 1.45A, Signal_Strength: -59dBm, Antenna_Angle: 307.01°, Roll: -0.77°, Pitch: 0.59°, Yaw: 113.45°, Packets_Sent: 1871, Status: OK
[2025-01-01 06:13:00] Temperature: 36.7°C, Voltage: 3.47V, Current: 0.46A, Signal_Strength: -59dBm, Antenna_Angle: 297.48°, Roll: 1.42°, Pitch: 0.87°, Yaw: 15.38°, Packets_Sent: 1106, Status: OK
[2025-01-01 06:14:00] Temperature: 41.4°C, Voltage: 3.57V, Current: 1.19A, Signal_Strength: -69dBm, Antenna_Angle: 25.08°, Roll: 1.73°, Pitch: 1.18°, Yaw: 191.13°, Packets_Sent: 1602, Status: OK
[2025-01-01 06:15:00] Temperature: 37.7°C, Voltage: 3.51V, Current: 0.88A, Signal_Strength: -68dBm, Antenna_Angle: 125.52°, Roll: 0.27°, Pitch: -1.16°, Yaw: 87.12°, Packets_Sent: 1721, Status: OK
[2025-01-01 06:16:00] Temperature: 36.1°C, Voltage: 3.70V, Current: 1.00A, Signal_Strength: -46dBm, Antenna_Angle: 351.56°, Roll: -1.64°, Pitch: 0.53°, Yaw: 105.08°, Packets_Sent: 1781, Status: OK
[2025-01-01 06:17:00] Temperature: 17.6°C, Voltage: 3.58V, Current: 0.82A, Signal_Strength: -64dBm, Antenna_Angle: 210.52°, Roll: -0.57°, Pitch: 1.16°, Yaw: 41.65°, Packets_Sent: 1280, Status: OK
[2025-01-01 06:18:00] Temperature: 22.4°C, Voltage: 3.83V, Current: 1.07A, Signal_Strength: -55dBm, Antenna_Angle: 301.79°, Roll: -0.11°, Pitch: -1.27°, Yaw: 10.14°, Packets_Sent: 1391, Status: OK
[2025-01-01 06:19:00] Temperature: 32.8°C, Voltage: 3.85V, Current: 1.12A, Signal_Strength: -63dBm, Antenna_Angle: 123.52°, Roll: -0.82°, Pitch: 0.08°, Yaw: 135.97°, Packets_Sent: 1410, Status: OK
[2025-01-01 06:20:00] Temperature: 17.1°C, Voltage: 3.73V, Current: 0.85A, Signal_Strength: -74dBm, Antenna_Angle: 37.74°, Roll: 1.84°, Pitch: -0.71°, Yaw: 320.98°, Packets_Sent: 1845, Status: OK
[2025-01-01 06:21:00] Temperature: 41.2°C, Voltage: 3.70V, Current: 0.73A, Signal_Strength: -50dBm, Antenna_Angle: 15.43°, Roll: 1.85°, Pitch: -1.85°, Yaw: 240.93°, Packets_Sent: 1664, Status: OK
[2025-01-01 06:22:00] Temperature: 19.1°C, Voltage: 3.84V, Current: 0.41A, Signal_Strength: -71dBm, Antenna_Angle: 151.09°, Roll: -1.46°, Pitch: 1.43°, Yaw: 314.04°, Packets_Sent: 1764, Status: OK
[2025-01-01 06:23:00] Temperature: 22.8°C, Voltage: 3.56V, Current: 0.53A, Signal_Strength: -52dBm, Antenna_Angle: 82.77°, Roll: 1.18°, Pitch: 1.71°, Yaw: 207.12°, Packets_Sent: 1549, Status: OK
[2025-01-01 06:24:00] Temperature: 16.3°C, Voltage: 3.65V, Current: 0.69A, Signal_Strength: -52dBm, Antenna_Angle: 330.27°, Roll: 0.28°, Pitch: -1.31°, Yaw: 193.16°, Packets_Sent: 907, Status: OK
[2025-01-01 06:25:00] Temperature: 43.2°C, Voltage: 3.65V, Current: 1.24A, Signal_Strength: -49dBm, Antenna_Angle: 271.58°, Roll: -1.55°, Pitch: 0.83°, Yaw: 299.21°, Packets_Sent: 1618, Status: OK
[2025-01-01 06:26:00] Temperature: 31.1°C, Voltage: 3.81V, Current: 0.55A, Signal_Strength: -60dBm, Antenna_Angle: 163.26°, Roll: -1.91°, Pitch: 1.87°, Yaw: 290.17°, Packets_Sent: 1302, Status: OK
[2025-01-01 06:27:00] Temperature: 44.6°C, Voltage: 3.77V, Current: 1.23A, Signal_Strength: -50dBm, Antenna_Angle: 295.47°, Roll: -1.19°, Pitch: 1.79°, Yaw: 212.63°, Packets_Sent: 971, Status: OK
[2025-01-01 06:28:00] Temperature: 42.0°C, Voltage: 3.65V, Current: 0.63A, Signal_Strength: -61dBm, Antenna_Angle: 234.68°, Roll: 1.85°, Pitch: -1.11°, Yaw: 84.25°, Packets_Sent: 1635, Status: OK
[2025-01-01 06:29:00] Temperature: 37.8°C, Voltage: 3.63V, Current: 1.31A, Signal_Strength: -72dBm, Antenna_Angle: 258.28°, Roll: 0.49°, Pitch: -1.55°, Yaw: 342.54°, Packets_Sent: 925, Status: OK
[2025-01-01 06:30:00] Temperature: 39.8°C, Voltage: 3.80V, Current: 1.47A, Signal_Strength: -69dBm, Antenna_Angle: 45.98°, Roll: -0.61°, Pitch: 1.15°, Yaw: 349.15°, Packets_Sent: 1172, Status: OK
[2025-01-01 06:31:00] Temperature: 17.0°C, Voltage: 3.79V, Current: 1.35A, Signal_Strength: -104dBm, Antenna_Angle: 30.60°, Roll: 0.90°, Pitch: -0.58°, Yaw: 166.25°, Packets_Sent: 971, Status: Critical
[2025-01-01 06:32:00] Temperature: 16.7°C, Voltage: 3.73V, Current: 1.16A, Signal_Strength: -50dBm, Antenna_Angle: 97.96°, Roll: -1.36°, Pitch: -0.52°, Yaw: 281.07°, Packets_Sent: 1340, Status: OK
[2025-01-01 06:33:00] Temperature: 78.0°C, Voltage: 2.83V, Current: 0.93A, Signal_Strength: -106dBm, Antenna_Angle: 35.56°, Roll: -1.42°, Pitch: -0.89°, Yaw: 342.75°, Packets_Sent: 1195, Status: Critical
[2025-01-01 06:34:00] Temperature: 43.0°C, Voltage: 3.61V, Current: 0.60A, Signal_Strength: -64dBm, Antenna_Angle: 357.06°, Roll: 1.17°, Pitch: -1.26°, Yaw: 5.04°, Packets_Sent: 1511, Status: OK
[2025-01-01 06:35:00] Temperature: 35.8°C, Voltage: 3.72V, Current: 0.59A, Signal_Strength: -72dBm, Antenna_Angle: 192.08°, Roll: -1.86°, Pitch: -0.78°, Yaw: 189.30°, Packets_Sent: 1005, Status: OK
[2025-01-01 06:36:00] Temperature: 26.4°C, Voltage: 3.47V, Current: 0.41A, Signal_Strength: -95dBm, Antenna_Angle: 161.51°, Roll: -1.78°, Pitch: 1.72°, Yaw: 280.45°, Packets_Sent: 1247, Status: Warning
[2025-01-01 06:37:00] Temperature: 22.1°C, Voltage: 3.81V, Current: 0.86A, Signal_Strength: -71dBm, Antenna_Angle: 205.64°, Roll: -0.36°, Pitch: 0.17°, Yaw: 11.22°, Packets_Sent: 1302, Status: OK
[2025-01-01 06:38:00] Temperature: 29.3°C, Voltage: 3.58V, Current: 0.47A, Signal_Strength: -60dBm, Antenna_Angle: 49.16°, Roll: -1.90°, Pitch: -0.15°, Yaw: 221.51°, Packets_Sent: 925, Status: OK
[2025-01-01 06:39:00] Temperature: 37.6°C, Voltage: 3.46V, Current: 0.90A, Signal_Strength: -70dBm, Antenna_Angle: 39.30°, Roll: 0.27°, Pitch: 0.97°, Yaw: 170.14°, Packets_Sent: 1679, Status: OK
[2025-01-01 06:40:00] Temperature: 26.7°C, Voltage: 3.51V, Current: 0.53A, Signal_Strength: -51dBm, Antenna_Angle: 91.40°, Roll: 0.97°, Pitch: 1.17°, Yaw: 359.56°, Packets_Sent: 1472, Status: OK
[2025-01-01 06:41:00] Temperature: 20.0°C, Voltage: 3.77V, Current: 1.46A, Signal_Strength: -61dBm, Antenna_Angle: 2.26°, Roll: -0.77°, Pitch: -0.37°, Yaw: 353.96°, Packets_Sent: 1425, Status: OK
[2025-01-01 06:42:00] Temperature: 21.8°C, Voltage: 3.57V, Current: 1.34A, Signal_Strength: -47dBm, Antenna_Angle: 47.43°, Roll: -1.42°, Pitch: 0.59°, Yaw: 5.54°, Packets_Sent: 1638, Status: OK
[2025-01-01 06:43:00] Temperature: 21.4°C, Voltage: 3.69V, Current: 1.23A, Signal_Strength: -71dBm, Antenna_Angle: 263.72°, Roll: 0.33°, Pitch: -0.78°, Yaw: 296.38°, Packets_Sent: 934, Status: OK
[2025-01-01 06:44:00] Temperature: 29.2°C, Voltage: 3.52V, Current: 1.08A, Signal_Strength: -69dBm, Antenna_Angle: 65.75°, Roll: -0.74°, Pitch: -1.10°, Yaw: 47.00°, Packets_Sent: 1623, Status: OK
[2025-01-01 06:45:00] Temperature: 34.5°C, Voltage: 3.69V, Current: 0.73A, Signal_Strength: -58dBm, Antenna_Angle: 349.37°, Roll: -0.92°, Pitch: -0.62°, Yaw: 249.13°, Packets_Sent: 1174, Status: OK
[2025-01-01 06:46:00] Temperature: 25.5°C, Voltage: 3.60V, Current: 0.54A, Signal_Strength: -72dBm, Antenna_Angle: 240.26°, Roll: 1.82°, Pitch: 0.15°, Yaw: 331.98°, Packets_Sent: 1554, Status: OK
[2025-01-01 06:47:00] Temperature: 39.2°C, Voltage: 3.67V, Current: 0.85A, Signal_Strength: -52dBm, Antenna_Angle: 102.79°, Roll: 1.54°, Pitch: -0.98°, Yaw: 200.16°, Packets_Sent: 1997, Status: OK
[2025-01-01 06:48:00] Temperature: 42.2°C, Voltage: 3.66V, Current: 0.86A, Signal_Strength: -69dBm, Antenna_Angle: 136.57°, Roll: 1.63°, Pitch: 0.00°, Yaw: 96.92°, Packets_Sent: 1020, Status: OK
[2025-01-01 06:49:00] Temperature: 15.7°C, Voltage: 3.75V, Current: 0.88A, Signal_Strength: -55dBm, Antenna_Angle: 351.50°, Roll: 0.29°, Pitch: -0.04°, Yaw: 223.09°, Packets_Sent: 1124, Status: OK
[2025-01-01 06:50:00] Temperature: 17.6°C, Voltage: 3.57V, Current: 0.46A, Signal_Strength: -58dBm, Antenna_Angle: 261.39°, Roll: 1.73°, Pitch: 1.07°, Yaw: 339.25°, Packets_Sent: 1983, Status: OK
[2025-01-01 06:51:00] Temperature: 33.2°C, Voltage: 3.74V, Current: 0.54A, Signal_Strength: -69dBm, Antenna_Angle: 117.37°, Roll: -0.89°, Pitch: -0.92°, Yaw: 157.33°, Packets_Sent: 1371, Status: OK
[2025-01-01 06:52:00] Temperature: 90.0°C, Voltage: 3.65V, Current: 0.53A, Signal_Strength: -58dBm, Antenna_Angle: 190.00°, Roll: -0.90°, Pitch: -1.25°, Yaw: 257.18°, Packets_Sent: 1552, Status: Critical
[2025-01-01 06:53:00] Temperature: 21.0°C, Voltage: 3.74V, Current: 1.15A, Signal_Strength: -53dBm, Antenna_Angle: 311.83°, Roll: 1.61°, Pitch: -1.99°, Yaw: 74.93°, Packets_Sent: 1635, Status: OK
[2025-01-01 06:54:00] Temperature: 74.2°C, Voltage: 3.46V, Current: 0.97A, Signal_Strength: -68dBm, Antenna_Angle: 105.01°, Roll: -0.19°, Pitch: 0.37°, Yaw: 220.38°, Packets_Sent: 1725, Status: Warning
[2025-01-01 06:55:00] Temperature: 18.6°C, Voltage: 3.77V, Current: 0.43A, Signal_Strength: -46dBm, Antenna_Angle: 306.13°, Roll: 0.27°, Pitch: 0.97°, Yaw: 54.81°, Packets_Sent: 1687, Status: OK
[2025-01-01 06:56:00] Temperature: 35.6°C, Voltage: 3.53V, Current: 0.90A, Signal_Strength: -50dBm, Antenna_Angle: 242.36°, Roll: 0.96°, Pitch: 0.47°, Yaw: 139.75°, Packets_Sent: 1841, Status: OK
[2025-01-01 06:57:00] Temperature: 37.0°C, Voltage: 3.57V, Current: 1.49A, Signal_Strength: -96dBm, Antenna_Angle: 339.40°, Roll: -0.08°, Pitch: -0.97°, Yaw: 88.18°, Packets_Sent: 1770, Status: Warning
[2025-01-01 06:58:00] Temperature: 22.5°C, Voltage: 3.50V, Current: 0.51A, Signal_Strength: -50dBm, Antenna_Angle: 343.10°, Roll: 1.72°, Pitch: 0.09°, Yaw: 30.66°, Packets_Sent: 1068, Status: OK
[2025-01-01 06:59:00] Temperature: 33.1°C, Voltage: 3.71V, Current: 1.16A, Signal_Strength: -65dBm, Antenna_Angle: 50.95°, Roll: -1.40°, Pitch: -1.93°, Yaw: 228.93°, Packets_Sent: 1532, Status: OK
[2025-01-01 07:00:00] Temperature: 34.9°C, Voltage: 3.48V, Current: 0.62A, Signal_Strength: -52dBm, Antenna_Angle: 99.98°, Roll: -1.88°, Pitch: -0.71°, Yaw: 339.63°, Packets_Sent: 1741, Status: OK
[2025-01-01 07:01:00] Temperature: 22.5°C, Voltage: 3.68V, Current: 1.17A, Signal_Strength: -49dBm, Antenna_Angle: 155.49°, Roll: 0.86°, Pitch: -1.62°, Yaw: 198.19°, Packets_Sent: 1203, Status: OK
[2025-01-01 07:02:00] Temperature: 34.3°C, Voltage: 3.46V, Current: 0.55A, Signal_Strength: -52dBm, Antenna_Angle: 327.68°, Roll: -1.39°, Pitch: -1.45°, Yaw: 80.09°, Packets_Sent: 1938, Status: OK
[2025-01-01 07:03:00] Temperature: 42.7°C, Voltage: 3.57V, Current: 0.40A, Signal_Strength: -46dBm, Antenna_Angle: 140.79°, Roll: 0.12°, Pitch: 0.00°, Yaw: 25.21°, Packets_Sent: 968, Status: OK
[2025-01-01 07:04:00] Temperature: 24.7°C, Voltage: 3.50V, Current: 0.65A, Signal_Strength: -48dBm, Antenna_Angle: 229.38°, Roll: -0.35°, Pitch: -1.36°, Yaw: 334.99°, Packets_Sent: 1294, Status: OK
[2025-01-01 07:05:00] Temperature: 28.6°C, Voltage: 3.45V, Current: 0.50A, Signal_Strength: -56dBm, Antenna_Angle: 357.29°, Roll: 0.21°, Pitch: -0.67°, Yaw: 197.62°, Packets_Sent: 1185, Status: OK
[2025-01-01 07:06:00] Temperature: 43.1°C, Voltage: 3.70V, Current: 1.26A, Signal_Strength: -46dBm, Antenna_Angle: 124.54°, Roll: -0.85°, Pitch: 1.47°, Yaw: 143.13°, Packets_Sent: 936, Status: OK
[2025-01-01 07:07:00] Temperature: 16.8°C, Voltage: 3.69V, Current: 0.64A, Signal_Strength: -67dBm, Antenna_Angle: 147.02°, Roll: -1.66°, Pitch: 0.25°, Yaw: 188.05°, Packets_Sent: 1010, Status: OK
[2025-01-01 07:08:00] Temperature: 74.3°C, Voltage: 3.74V, Current: 1.22A, Signal_Strength: -70dBm, Antenna_Angle: 354.09°, Roll: 0.27°, Pitch: 1.96°, Yaw: 225.77°, Packets_Sent: 1160, Status: Warning
[2025-01-01 07:09:00] Temperature: 34.6°C, Voltage: 3.56V, Current: 0.99A, Signal_Strength: -64dBm, Antenna_Angle: 179.19°, Roll: -0.26°, Pitch: -0.70°, Yaw: 344.05°, Packets_Sent: 1779, Status: OK
[2025-01-01 07:10:00] Temperature: 36.9°C, Voltage: 3.84V, Current: 0.68A, Signal_Strength: -64dBm, Antenna_Angle: 16.56°, Roll: 0.62°, Pitch: 1.58°, Yaw: 352.24°, Packets_Sent: 1525, Status: OK
[2025-01-01 07:11:00] Temperature: 21.6°C, Voltage: 3.70V, Current: 0.82A, Signal_Strength: -46dBm, Antenna_Angle: 38.54°, Roll: -0.67°, Pitch: -1.97°, Yaw: 179.71°, Packets_Sent: 1080, Status: OK
[2025-01-01 07:12:00] Temperature: 33.8°C, Voltage: 3.53V, Current: 1.21A, Signal_Strength: -60dBm, Antenna_Angle: 53.60°, Roll: -0.60°, Pitch: 1.84°, Yaw: 29.91°, Packets_Sent: 1381, Status: OK
[2025-01-01 07:13:00] Temperature: 91.9°C, Voltage: 3.02V, Current: 0.75A, Signal_Strength: -104dBm, Antenna_Angle: 244.57°, Roll: 0.67°, Pitch: -1.27°, Yaw: 163.10°, Packets_Sent: 1839, Status: Critical
[2025-01-01 07:14:00] Temperature: 25.5°C, Voltage: 3.73V, Current: 0.84A, Signal_Strength: -70dBm, Antenna_Angle: 46.81°, Roll: 1.83°, Pitch: 0.49°, Yaw: 159.09°, Packets_Sent: 1056, Status: OK
[2025-01-01 07:15:00] Temperature: 40.6°C, Voltage: 2.90V, Current: 1.34A, Signal_Strength: -67dBm, Antenna_Angle: 224.47°, Roll: -0.13°, Pitch: -1.68°, Yaw: 57.47°, Packets_Sent: 1869, Status: Critical
[2025-01-01 07:16:00] Temperature: 16.1°C, Voltage: 3.84V, Current: 0.52A, Signal_Strength: -60dBm, Antenna_Angle: 180.21°, Roll: 1.97°, Pitch: 1.89°, Yaw: 45.20°, Packets_Sent: 1889, Status: OK
[2025-01-01 07:17:00] Temperature: 23.2°C, Voltage: 3.53V, Current: 0.46A, Signal_Strength: -53dBm, Antenna_Angle: 316.33°, Roll: 0.19°, Pitch: 1.79°, Yaw: 54.29°, Packets_Sent: 1674, Status: OK
[2025-01-01 07:18:00] Temperature: 34.1°C, Voltage: 3.79V, Current: 1.07A, Signal_Strength: -52dBm, Antenna_Angle: 58.90°, Roll: 0.30°, Pitch: -1.31°, Yaw: 349.15°, Packets_Sent: 1425, Status: OK
[2025-01-01 07:19:00] Temperature: 23.3°C, Voltage: 3.56V, Current: 1.30A, Signal_Strength: -52dBm, Antenna_Angle: 36.39°, Roll: 1.10°, Pitch: 0.19°, Yaw: 28.91°, Packets_Sent: 1909, Status: OK
